cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
37514691,10070509,10559671,661114306,659626502,32085405,7169827,7409685,229824768,162781443,878068,168434,169986,2254262,2248112,7622056,3129280,2928774,88981735,98443998,578594,105316,107185,1567668,1212879,1
49901539,15983066,15905409,756436026,841332593,12889754,3488287,3378372,55422098,55321246,2928368,539618,567139,10015815,8727232,5227156,1697022,1738064,119944443,72375942,839703,2127409,2341496,27129244,18616934,1
50400281,15329054,15610305,734120225,827927127,9028599,2566662,2626649,53382036,42938177,6328818,2410025,2128991,89607392,112890357,624892,139950,131073,3992710,3439107,294960,86868,75919,1232785,1322034,1
33857600,12144856,12142687,722133401,750020694,18883610,5379531,5251200,110626642,115479718,4754250,676027,645446,32157071,24369174,6697539,2685645,2430988,71995139,75213272,461370,578630,534956,5374794,5576265,1
48650176,16656488,16676601,790604661,801691367,10553130,2781877,3241447,68394916,37893656,387090,60606,51706,1593907,969404,6894293,3443720,2490100,73502393,106963577,499244,2006027,1841195,18736421,25445021,1
44990563,14882658,15031526,764418224,753357626,13991588,3144061,3049250,68383573,82500870,4862981,1131252,1155612,54552502,56206990,4334491,1769848,2133217,52630698,40786703,470329,2073367,2178353,25702549,17008230,1
38124159,11693419,11974152,669451815,756722743,27019401,6021739,6008256,137673052,121388000,537458,67026,70906,985012,2053789,6143767,1510664,2124579,84347556,90921615,2278517,1844391,2313074,28184542,14991730,1
44129745,14416752,14843526,725311428,795854397,11374452,4012390,4119951,64148910,67252761,5358682,2302973,2220015,55985910,70054905,1626660,1579326,1644272,26651469,29801780,584429,89934,101335,1230453,1166864,1
32698106,10327104,10042903,672069881,643160849,30403701,8626228,8743208,207327651,186373847,709665,123298,123200,2220350,2199261,5019542,2459271,2203670,93328349,99060366,605691,102086,102116,1665923,1372283,1
37014361,11184602,10840497,698638795,685198943,29039035,8066698,8148019,168022405,193608889,852520,154007,154762,1821687,2363502,6136907,3205222,3445127,81725193,108775147,3620528,463390,477420,10353761,11216952,1
53850512,17265368,17569451,855667105,779871377,7991846,1601899,1451449,31158312,26883475,736913,129561,130635,1907662,1651825,4116882,1809491,1561232,98640938,89165446,3251763,448178,457854,10874929,10064263,1
33941743,10847839,10877383,646302951,661402097,26599728,7933086,7809046,194376284,199252631,783694,128009,137969,2249827,1751511,6601947,3396711,3614440,82508226,83056582,902987,220844,222957,5046290,5805879,1
44561276,13750997,13407641,783957626,756174130,19495953,4918389,4807339,104735082,108255600,1046138,119407,121120,1786281,2192927,8510721,2815186,2965765,88357256,100959305,686564,113699,113566,2498965,2608709,1
34350776,9629381,10119664,655357090,724212219,32160479,9910059,9997344,222273871,175366448,3861738,641331,652664,12581773,12906171,5477416,3214850,2813360,84158674,85512057,906873,157002,147338,4384820,4371718,1
54189870,17706997,17311417,781961290,823581447,10307648,2241984,2244809,44857007,35161757,753437,110058,110075,2198529,2397104,6511457,3533089,3529958,84765832,101768573,293436,2709786,2908918,29873194,16816238,1
52592050,15984349,15607033,867315128,723528945,9417860,2439180,2383252,48569862,53129731,2413485,511111,533551,9431931,8930667,7180267,2610803,3050002,95328893,82977822,2149055,2486574,2425242,22996556,20167884,1
37928457,11826233,11714437,719220343,668454761,24343967,7845163,7703026,165518324,201866525,831886,162056,165716,3038363,4608242,5888245,3572043,3605053,86809516,86663501,1009265,220138,221859,5777600,4681844,1
48408883,16740330,16302324,751598444,817348893,12195146,2777751,2839000,63814442,64073413,657376,125194,124031,1902595,1406159,5584215,2124140,1692174,99017705,79825617,840457,183478,184080,3913669,4138734,1
33503430,10339257,10182546,695948854,650197362,30594468,8269237,8432599,193653186,213220088,2752553,496154,512095,7660905,8360287,1188746,239436,247339,3303981,3938224,6802505,2806692,3118710,73609929,99290337,1
37997238,10932747,10741184,682687933,672740788,30645974,7800373,7720064,194791104,194354285,1275034,323999,310306,4923591,5601659,1597113,448019,382237,12577596,12964072,5463958,2301750,2017035,81694251,89538998,1
34368249,10044284,9712601,678277234,677528770,8033295,1550502,1542950,21761960,28722231,27906148,7949693,8274614,169498344,171977664,7168482,1319520,1347789,25962982,25829480,4249302,3081961,2836363,63181032,106873934,1
37314727,11704146,11493209,625412417,733031628,30131615,8271894,8090292,193623509,184292228,1682310,365647,354932,6353253,7002823,7685913,3759219,4157827,78604801,101620951,960169,153987,152913,2765907,2930314,1
49146760,15466065,14880263,810466694,738077532,17769118,4626642,4523059,81643359,68061717,8821131,1587182,1574808,18729452,20505533,8134594,1409553,1403328,15916460,15829512,7880524,1407395,1416170,16467488,15765168,1
49077032,15448310,15260161,781582092,807931599,12886893,3267411,3176412,48534007,68920247,792263,169782,167241,2101973,1848511,4632436,2741789,3123250,92489312,89680638,785148,1902818,2056022,22991422,20874444,1
47543726,14057397,14430312,784802581,760562446,13778020,4026713,4217943,102421555,81996086,1373719,267580,266034,3719192,5283020,5553011,1648237,1570279,90128462,91785456,1375248,2300943,2547455,35827041,19721278,1
39908329,11406059,11567454,720884936,661794582,21743330,6603945,6555411,137421175,168303184,830868,155159,148310,2132310,1737767,4496823,2391128,2809676,85066814,88424827,896198,500481,538650,7183593,6614029,1
39613454,10821243,10549589,678174216,679137362,25346531,6265338,6576606,204143883,168392000,1189479,215465,222360,3492959,2735860,3676708,2524087,2152621,71854597,125782263,1189585,240890,214041,5237379,3806711,1
29716594,11202359,11218791,636938311,758393224,27688636,8069763,7886740,170078639,191110956,898192,148021,147376,1661917,2507284,5768810,2196308,2545033,91064412,89520781,690139,125086,125775,1422905,1895103,1
50866052,15331168,14683768,831374250,744949041,10666973,3051696,2968933,47866347,56186499,5505703,3162525,2959030,95248541,74075788,1212825,286333,274912,6507412,11245674,1293031,1459583,1671491,19537599,25068927,1
33600181,10650157,10348680,662439519,699946983,7846699,1397841,1391584,15385239,15210503,7223562,1269637,1313331,14368795,13914117,7181027,1313912,1327956,14582840,14798317,7379777,1279086,1282023,14107728,14074291,1
46468772,15946428,15840588,782885474,818764179,12137188,3738579,3440707,43249394,64796181,774409,147885,146016,1796413,2006278,4849286,3567124,3236052,83317029,99594505,959288,163599,160585,3356786,2512041,1
53029547,15623882,15071033,846692580,737864338,10137892,2840320,2696025,57752060,45599877,744694,132911,133028,1909384,1617301,4298798,1594840,1757357,102263343,81185868,873435,202059,205779,4760587,4305498,1
54959701,16735637,16403841,856537987,763820306,7360303,1997745,2086199,40676936,28987937,852352,138274,134538,1678863,1798954,6193103,3207607,2753018,80442264,88316535,1024420,1918424,1919293,22748479,25697704,1
53096566,14073057,14225658,796832162,805203416,11306346,3269861,2970997,58376220,47169569,701126,131717,142020,1262776,1837582,4508746,1729345,1692056,97912211,84738394,593063,90613,91026,900387,1126150,1
48453811,16516674,16208284,796915177,856057113,7226601,2099544,2198020,37294039,34198688,731689,133389,126191,1598139,1785411,4781966,2958415,2782649,102142101,82216236,489670,90617,95015,1051186,1180873,1
39696260,13663846,13706855,687571094,833965615,10548043,2115227,1976746,43182499,71145292,723082,129129,130392,1811721,1589082,6470586,3762424,3333225,67866926,114139105,3338332,533394,549889,10368552,11208620,1
50004318,16627711,16072367,827969015,812509997,10876056,2552443,2614709,44565919,42753624,531165,84842,91634,1367764,2294915,3979296,1673088,1477383,81340897,94196966,491955,2056586,2172170,27990376,20076616,1
39810986,11563089,11194970,753083985,636638475,33726722,8110786,8133066,206552717,184228291,2407260,408897,404723,7111054,6949087,7188767,2414743,2359538,89275892,87405156,717301,154015,161989,3785600,2859694,1
31919667,11151404,11146974,680898978,624567800,9339530,1568739,1631877,28665466,31385890,7431011,1303140,1304829,14832451,14902334,6886552,1284696,1273591,15026427,14181963,7318900,1323161,1339661,15202083,14630781,1
45190148,13616472,14179069,691199620,813012543,17349030,5156597,5067795,90293965,85968971,782619,136209,137123,1756468,1892474,4382686,2999020,3099333,97159448,89242959,612707,102377,108850,1147015,1422878,1
37054743,10994261,10571870,708004857,645388408,31494147,7069073,7068179,176127249,173669485,2200806,487453,512018,12739975,16314416,7600021,3232957,3468221,93451012,64623661,1173456,178007,194196,4734787,4434816,1
52714430,15260392,15273145,726174300,826544333,9858936,2305041,2438470,51619993,48112890,805778,143447,143133,1478585,1918912,4287411,1589663,1751798,108714519,80109387,1180260,1995490,2263053,30969522,16750388,1
52891843,16386104,15414541,839318541,798355771,10186353,2213640,2378247,55705982,40058680,744653,112718,112718,1951897,1484730,4869834,3118247,3048009,103002620,87760442,565157,91954,97091,968798,1119116,1
54825245,17036123,16540743,810553649,810065258,10120237,2591009,2558872,53055279,26997311,713457,120868,119219,1543660,1713798,5479506,4117669,3816809,76967007,108159096,683537,111197,109804,2645063,1760062,1
49652000,15054144,14368708,830030662,726136448,16198404,4189749,4463476,90703448,77525176,764359,136697,136898,1576062,2044603,5890022,1949510,1657208,92381780,94244551,1362280,2568829,2491363,22531453,20578171,1
48034300,14834303,15090843,805653814,791518475,10394867,2460085,2246347,29960040,67294167,759633,144714,144602,1636023,2027830,6124185,3412937,3054895,81467540,102042709,552980,93780,94589,1009431,1143345,1
52729688,16221696,16390068,775628600,826789370,9855689,2370447,2276277,41164205,56392866,715800,132567,128283,1758799,1717721,4769757,3288189,3644860,79551555,103907304,1254061,1415963,1547417,18503233,31859797,1
56272407,15081931,15232742,879035271,704358136,11763856,2895359,2871329,50439555,55422802,722103,127125,126137,1676955,1801869,5435331,3473821,3362433,78952809,100416870,718907,144009,161053,2145006,2641708,1
33106867,10969964,10887719,695027001,632068087,35994047,8557153,8217288,175905895,217202408,647620,117850,118912,1848638,1900034,4732372,3390020,3305674,84732232,107141851,673141,113540,109224,1703100,1284175,1
49038027,16055527,16037981,796473831,783936802,9252027,2507305,2548239,55307578,38595873,3949524,1874658,2243564,103112526,82304224,1066426,210696,221482,4387486,5129473,525618,82482,87122,1057683,1084173,1
48615697,16082294,15999052,797426804,820111869,10703888,2962554,3056579,61603182,49176189,764506,132049,133955,1454268,1645205,5711462,4272269,3796272,81707979,96814265,576078,108014,99797,1252592,1139974,1
47602989,15287955,15488286,816406789,784274093,11775173,2985460,3122560,70392549,44106499,754780,124424,124491,1497680,1820665,4514516,1643295,1721997,92463927,92778463,346955,2803067,2968173,27683670,16316650,1
51055899,16298221,16003756,814764295,806133761,10298538,2572373,2476588,40684608,55139837,663985,132735,126614,1954304,1424231,6347300,1974557,2311002,87227511,99630735,1069195,1706601,1896049,22560036,23079501,1
52047217,15542219,15375613,802557687,743360963,11806244,2421365,2583110,59836599,53371082,1041931,210933,208818,3018208,3281263,4855944,2117621,2555757,109448650,74475025,1069384,791102,842513,9211926,10123386,1
31710778,10771120,10894810,650025642,683142642,35858640,8652694,7850148,190811768,195930590,554252,96978,99098,1325453,1759938,5618449,3357082,3197374,85988098,103853855,679556,116296,117376,1655977,1436629,1
47000284,15587376,16119998,766724128,874730193,8669190,2567933,2366717,38931972,47956527,801947,133827,135429,1560368,1777022,4944119,3584332,3836497,90366815,91823683,1267089,1709796,1778028,17935449,23126084,1
36634648,11116351,10897124,696358298,665358827,38551394,8301024,8432721,191835389,192174685,1054098,194026,194237,3119952,2799667,5555717,1668161,1861613,114636508,76941679,644636,113160,112472,1635977,1590263,1
45934553,15358144,15876436,777503659,798884575,11962749,3471911,3500371,64378539,65904288,2653528,956246,918440,54119823,57617467,2792648,1964361,1750380,35780451,44414255,727737,2712034,2515851,14277699,22660161,1
53561576,16397057,16104499,802875930,779865931,10710853,2281023,2354016,50826953,42185267,823872,127812,129081,1881260,1546554,5045561,1674110,1887824,95189600,95775625,1027160,1613346,1612556,16842228,25009299,1
39954233,12208630,11606975,685145930,679921944,29588866,6677858,6596695,179983265,153880446,1517565,244310,232979,6934490,6691359,5220104,2259547,2527355,102357965,78690697,1393608,262616,262439,6494907,5635545,1
37231031,13363733,13961604,754695031,796786297,16167178,4569840,4387925,84828641,84857290,781291,132256,127462,2251307,1647866,6410516,2808579,3193889,117050676,65290897,621107,100285,101196,1199552,1183061,1
34153928,9955538,9843195,641477440,707177343,34860949,9254550,8578893,157378090,234218537,1212181,226642,230065,3906827,3373343,5145046,3327599,3298979,95969094,82201375,546457,106790,107430,1666371,1197300,1
35099235,10420542,10208542,719411979,637406146,32610875,8052427,8522821,217374589,169008322,895321,182234,179661,3549532,2090932,6223592,3669446,3251384,92729062,95578378,662838,119258,127246,1365030,1795185,1
37428605,11462131,11112868,685209405,661819238,17440954,3870950,4056184,91957473,96342718,21973610,5699058,5685180,114755088,127186407,6911337,1172882,1152513,21173883,19369819,5326463,1579922,1601719,87536087,91439235,1
52646533,16444340,16256104,806858354,780961992,13314301,3013922,2989316,68448992,57923945,868141,158779,157452,1961952,1854883,4791257,2988884,3343409,74793056,93559925,608853,103165,104361,1237396,1051029,1
37533647,10419885,9768669,706250991,611002809,33829025,8353792,8181401,224082799,182602860,725087,138619,139123,2291517,1776033,6575592,3552154,3681066,82361785,102976070,735829,127774,124934,1496278,1895297,1
37647014,12622787,12665444,672646628,699850889,30011293,7457413,7579147,184208676,153057487,1477791,563035,582518,12076510,11341265,5558638,2456985,2051351,103087917,82607588,1067050,207638,209065,3164301,3602143,1
37360702,10513110,10393955,743462884,624608410,33090766,8355958,8064881,170340594,187853443,8952426,1539653,1559993,22119931,20780915,6060582,994675,1037721,20189007,19025096,2463163,801250,881160,51482026,56682725,1
37406239,11089139,10470216,684906868,667865115,35039452,8372463,8473407,204508217,180687033,1221107,277078,276744,3342778,6890580,1502319,341636,331041,5314909,6218979,449197,78104,77860,1056511,820654,1
41310421,11149985,10942228,728803190,659994438,30816957,7606230,7941784,180407222,186447030,1407528,295252,297505,4584747,5020186,4687753,3462850,3456105,88847614,94721351,774413,170610,182561,2210734,4284356,1
38383179,11368343,11770643,671378757,697229622,27716670,7691242,7577464,180916610,172511127,1253155,248529,251405,3875178,3284369,4463760,3367071,2997005,84662914,97285259,863317,143411,144304,2063625,1705034,1
37530543,11005922,10957789,644863523,692949423,28689852,7385303,7115973,152522440,204390990,9099576,1565141,1602213,22316197,20849929,9839907,1809988,1822299,25695168,26572470,4495200,1103159,1105687,19313527,19085339,1
35905842,10311129,10229861,709816159,649232525,33014619,8669780,8709529,196355841,187213651,5175533,1020935,1036643,16810233,19287866,645546,115702,123664,1288706,1984017,5655238,3101912,3326822,75128172,90311718,1
27490956,11251648,11687691,645574432,744524163,28852719,7275200,7282580,200345402,149982851,5785898,1031631,1024052,18754271,17531910,3499515,1023702,1140004,59578756,43943643,1794268,1535561,1866610,39697364,24753457,1
31801662,10994462,11373323,672096219,652495326,30441335,7681774,7625589,175572289,168951356,8407861,1462949,1448116,17839731,17456684,5969160,1102149,1114609,18769618,18256238,1243419,416396,388405,8289496,10637246,1
35753743,10967565,10837484,660841074,687725585,8913118,1404740,1416586,19732483,23877050,7550594,1348108,1331530,14572157,14816857,7390402,1324936,1327114,14370843,15115645,7856258,1490465,1458082,20191962,22715529,1
34022358,10724375,10513584,679601653,640443840,8532554,1332567,1339034,17602577,21686891,7137600,1296743,1297529,14442648,14478193,7199249,1319151,1321646,14580361,14732374,6959110,1345112,1319315,14380118,14050598,1
33386461,10218453,9715182,680741278,634933612,8051066,1412587,1455640,18164302,20372756,7295173,1310863,1297964,14105231,14380443,7408234,1308086,1311972,14308849,14762346,7511897,1310500,1316710,14490841,14517436,1
46016788,14821320,14806277,755814202,760549955,16417232,4407112,4559432,108869247,93590659,1225801,251924,253262,4654459,3135421,5817210,3435813,3670753,85398285,95959255,1308417,2169709,2391808,28857183,16081059,1
34904564,11442847,11064792,680137548,634893056,10186069,1514364,1479491,25586893,23307509,7974975,1529043,1535510,19937346,17322951,7279657,1338599,1329355,14888884,14985386,7666003,1321962,1324477,14981492,14833212,1
36174582,11521833,10657428,685491188,661931139,9354718,1345207,1394813,22451979,19114062,7064946,1315403,1311937,14262279,14500545,7337573,1316445,1320333,14361220,14309388,7559182,1290544,1286892,14635788,13904275,1
37693460,11449976,11540506,715919211,611895700,34987462,8892712,8727975,177027611,187430703,2091382,348907,351882,5971496,4029497,5007281,2724453,3045542,75972286,91765381,601712,110719,112148,1676325,1320034,1
35904124,10718047,10944090,627678651,693855433,29835695,7043434,7259184,202057516,168402673,10174110,1922582,1965201,30142931,30537293,1268927,251334,245362,3611598,3710040,6683788,3984896,3816896,75848700,100474798,1
33545111,11236972,11019092,698684452,674653829,8681778,1240086,1246970,15163994,14686624,7148560,1269677,1270078,14741400,14283326,7469415,1302227,1300710,14238992,14481555,7091816,1273410,1291194,14428013,14036439,1
31682729,9526557,9911442,650705672,658925941,35557029,8194864,8282383,222728918,186462622,1354422,270263,271285,4695010,4750167,5862934,2472181,2834297,83770035,94524142,737557,135203,135093,1535897,1980005,1
38336452,10924118,10745185,709216170,677148503,29307661,8134262,7816434,155109126,181640631,1238690,239895,211900,3580032,3768745,4812882,3233354,3199206,80125588,99021866,892174,208882,208956,3068117,3666512,1
35861815,10499717,10401047,711999803,618408574,16099563,3250771,3247998,54300548,71554520,25651164,7988869,8255957,166028480,140409761,1051054,228503,222709,3197993,3554309,5778696,3289790,2926549,75463298,90327040,1
36362183,11176335,10780173,689261797,654754613,33236831,8147357,8151327,187050016,189814388,898893,153434,151808,1974188,1751287,5554050,2188347,2493496,83858358,88098597,932094,202092,198406,2487863,3934193,1
33845011,10940215,10996875,653798691,697795583,9823544,1421867,1417947,22410910,19996280,7525800,1332288,1327749,14483327,14773000,7581332,1350502,1337640,16140701,16063511,7129480,1301558,1298166,13943856,14432420,1
55428285,17329417,17100245,807332345,785942042,9386368,1826405,1728036,41087334,44771976,846101,142824,144730,1516983,2090872,5922890,1808122,1393794,76738473,87500894,553207,154143,153570,1922015,2862333,1
37138078,11877435,11611924,704181630,671291655,26711933,7441918,7253859,158926695,168635263,1409711,209680,216290,2479218,3502734,7402179,1895616,1568541,96158937,94275883,2101167,404939,362880,6557552,4859364,1
29961702,10048252,9455839,539735852,531451948,9150405,1630796,1680493,112545765,143239152,7054547,1060754,1131044,15939961,16891736,7923418,1246410,1232287,14882006,14897888,7432618,1151959,1122682,14749452,15448693,1
26925513,9654284,9741730,650064000,632795597,6336759,1174099,1182360,34969045,31388021,7557360,1519887,1549007,19628371,19678169,26166199,8741723,8979170,177838019,199312060,953688,245636,230711,3144305,4353317,1
42025027,15075289,14956000,769965258,801348199,11233935,3442149,3599501,65120798,55364681,3567129,1031905,952963,48075333,41247456,2086286,1463860,1755553,53164714,33602526,939159,159570,167102,3873531,2488168,1
43162119,16197881,16133723,817413624,799125939,13284315,3643412,3517901,69558216,90359533,4308681,657642,627884,18106862,38358066,3458150,2927440,2731909,61453521,75100186,540474,106695,105684,1019182,1237408,1
34512003,13459408,13041915,702767390,754369281,23651377,6236604,6384633,172468811,141889278,1495228,287811,296776,4402721,4008598,5308252,3442594,2897543,82051059,99074147,3551102,998056,1140628,11608651,11951367,1
27348701,11027435,10341762,673710716,657351135,7737274,1707435,1714197,26042049,20349122,25336960,8435621,8617525,202728015,173003366,895704,224512,233202,4092339,3554444,3892027,2454727,2155049,94171081,83368794,1
29281518,11068968,11187034,711313404,680513119,7665035,1491476,1485179,17276600,18554045,5930962,1598124,1593681,17584518,25118512,5529304,1450936,1447580,15558593,15696287,5786463,1413751,1415097,15054005,15063290,1
30747298,11087592,11237659,704362295,640420990,7271317,1447978,1461952,17415283,15813789,5722564,1439166,1439938,15540881,14998998,5811378,1388077,1382296,15092819,14730791,5912868,1411778,1442034,15558764,15265792,1
26218927,10834128,10746139,640575657,667649455,8945686,1784825,1771096,25380179,32898692,5792516,1391000,1387403,15096694,15393007,5650455,1405306,1409152,15217400,15022628,5768282,1443679,1439112,15602246,15065958,1
47222233,14165151,14068266,857523410,807996741,61897689,25099558,25204982,614761798,615974108,37124183,14389751,14231566,331970774,312041175,10888450,3825138,3790605,92263275,97985373,646580,154441,147293,2498353,1741525,2
52937978,16048092,15840333,812496108,805281763,45629852,23358622,23603739,524151488,615801822,47724171,16713919,16588732,349362392,390780277,18450639,7595354,7706289,139984960,133907205,7623333,1626528,1627821,18770364,19545313,2
33846169,11104153,10950266,680226276,714506947,5822183,1467380,1484057,15939134,17056405,5698035,1394489,1397110,15605757,14996654,55906762,20188549,20379357,621358459,574878974,49409367,20304317,19730330,427655799,407144373,2
34792515,12887473,12802297,701099846,755496674,60832143,23487900,22937432,644716146,704715678,38493920,16539063,16407806,382141186,359305837,2952993,855549,860010,18148165,17869376,10984385,3783524,3713085,101277748,97081549,2
32311078,11723540,10952899,737870931,681529589,6405474,1471086,1473063,16642854,16019311,27237308,7827970,7687823,269976699,252136659,60906068,26208734,26440514,614226928,591754472,23517920,8141753,7960241,203412920,189151482,2
49266254,16605708,16237391,891041804,838154707,54096526,25384803,25347191,564718346,623889485,32588637,13181516,12882716,316350293,307595064,11296161,4040622,3964143,116927155,82088312,965313,4278471,4430410,41448200,40521404,2
34252861,11548859,11182460,748189477,702277102,54865587,20624317,20778499,638089170,566450969,46777155,20063556,20044621,433392165,420824123,17161168,7836309,7437902,167650746,190921191,1233124,239570,229137,6303477,5344941,2
33866591,12582581,11937085,736477434,692168515,57676923,21395150,21659591,577826729,666286835,47621232,19317493,19355019,474174847,396603760,8199719,5148727,4722004,96630713,85533067,14874743,6450963,6324175,171752476,184914311,2
33172184,12120081,11916352,676842921,724264139,38612005,15025634,14865550,455572396,482496066,61945816,26102778,26093018,533443820,571419823,7839148,2615363,2676234,66860030,66445916,11372180,5325216,5743988,134754273,135118087,2
31702315,10587399,9904716,706656403,694503526,6144518,1541121,1519037,19045339,16130345,6247491,1422447,1421732,16020870,15646400,5950741,1401386,1397832,14702072,15313702,6335398,1419989,1430615,15499324,15159612,2
31707557,11135762,10729883,683294684,675086603,30144492,9495803,9461860,287587063,347299910,62182632,25804112,25516284,591918626,616912314,21749450,8685814,9217610,223108548,157455044,15820261,7045417,7470023,171313992,181538029,2
53621058,17464267,17436643,937668966,917993265,58813666,26367238,26368613,617758715,591857008,33669090,12760422,13414560,336573474,308617827,12381691,6779773,6313525,128265443,153304752,658425,3874368,3922261,41471877,39878191,2
27280790,9933016,9752304,724012679,675615854,45205522,18393423,18958110,578585143,518324002,69607612,25449547,25074495,540542838,530023689,15940889,5723947,5588390,125113742,122801575,16078238,4879156,4970898,102255239,101814791,2
30805713,12226719,11836217,684081635,722323356,5842747,1460414,1459041,16110106,16055823,5495398,1431459,1428524,15185112,15685653,5707899,1423915,1421776,15113145,15241532,5935929,1407558,1402746,14756682,15395757,2
30894156,12014633,11536632,726127133,687436908,6171283,1575681,1572953,19335551,19198873,5759386,1438836,1461057,16082095,15009506,5631588,1402616,1403291,15565704,14933472,6326306,1573408,1574038,19060811,19238231,2
33314738,11100227,11183356,736740890,648952809,6791996,1582575,1632239,19484016,20793420,6052308,1425968,1419858,15720274,15236560,5463075,1392263,1386438,14775463,15108144,5602403,1432959,1442562,15526287,15312652,2
30684302,11905672,11725375,743134464,638600016,6130884,1501599,1510968,15979821,17665634,31519509,9339767,9201685,290300910,363373997,52388623,23568647,23724417,498919714,505184919,44149195,17520187,17521445,392631683,367881169,2
30695602,11281186,10956941,656288348,677733289,5583006,1463753,1465539,16501948,16386390,5904051,1401164,1397559,14794493,15417872,5931139,1417327,1409593,15310927,15202136,6506322,1563569,1570602,20805480,17850342,2
31352376,10672079,10234372,732914437,682815582,45202517,18715466,19441327,573460478,610260505,53440802,20523016,20219814,420891619,426803084,19165566,5483296,5583024,121276660,111225043,8519873,1826004,1842396,24913610,24268283,2
30552713,10629591,10449678,692934492,705524232,48272595,18506681,18408342,577763729,549095133,65359358,22398359,22537540,481902053,522699308,20273842,5948896,5694539,108635865,116246453,8052817,1684801,1690586,25969422,22194073,2
30250199,11645852,11208847,698832610,718061804,6122970,1784524,1710399,21895818,24190099,5828380,1415058,1409552,15396643,15259620,5772166,1404556,1400023,14348978,15966789,6216363,1465183,1475748,16458124,15354740,2
33138332,11396303,11183647,742969216,680962800,6279524,1516744,1511882,17583079,17496034,6158218,1446415,1453396,17021229,16370124,5561669,1413519,1402564,15205157,14667550,5859724,1423497,1411477,15268619,15372277,2
49406220,16160345,16434759,873952964,844223621,54247753,25753571,25671203,583277074,581923790,41313608,12626937,12884149,297623677,360629669,17545859,5116313,5115079,108081511,104541682,8489542,5355618,5502454,63496079,53611902,2
34806505,11714276,11316752,754601804,659571143,41396492,16778615,17290214,493097448,545927905,60824874,23835722,23285532,516802924,508568654,16127565,8302218,8351893,204466776,175742365,1950546,483035,440693,14416551,5092035,2
29853617,11447500,10934942,734278997,660359504,5798178,1474411,1472324,16317284,16492749,5819482,1420701,1423870,15269252,14910453,5428806,1403294,1409306,15481504,15002317,5936763,1439819,1438264,15661215,15034750,2
30463564,12309495,12089564,711616815,708797091,5825188,1477792,1484313,16229761,16107989,5552670,1408154,1413446,15193409,15395147,6006837,1372838,1374075,14613622,15201219,5840548,1410425,1410519,14571652,14662562,2
32038565,10941229,10647851,703104931,714332470,5679100,1426927,1430214,16044511,15332442,5687209,1409195,1407001,15718764,15239056,5913930,1419811,1426682,15142379,15696443,6533248,1583577,1581848,19682971,19914221,2
33203037,10817598,10928923,701926607,662462900,5479959,1449272,1443184,15161999,16091440,5880788,1424145,1375539,15268029,15750941,6359924,1525816,1526259,18938495,18560235,5985095,1509019,1508519,17298256,17182702,2
43774105,15602495,16267419,823124293,858334080,47490046,24186400,24646994,558026464,590499979,48010330,16543702,16424256,371064322,386747280,18514405,5758061,5554262,122141370,111268807,7631359,6690847,6309033,58963820,58433037,2
30071860,11416184,11232138,659045346,703297439,37481690,14959460,15095078,449953888,483010153,69083656,26017557,26105790,574821940,536500026,19177702,5371031,5483512,132922919,114495242,8596530,1714107,1778541,22080088,32523211,2
48277809,15689828,15707247,827585866,848930400,58669516,24971742,25389015,625722014,639874435,32741471,13058557,13497893,310624508,299059476,17187728,7570465,7779899,189679890,164855246,655991,147002,135731,2314410,1592260,2
58345592,16890906,16324352,922926198,890547152,56973400,25427806,25742511,637772865,593641719,38017398,15093366,15441088,407420758,374796775,9452395,3124034,3279584,83093160,114328093,569823,127115,138911,2011981,1723288,2
49225988,15338934,15353349,847878375,819750645,54761686,25054033,24926480,601170867,592734196,40341891,18378185,18167180,464335026,477445667,14207850,4654945,4824181,109942283,145045512,1086597,3513975,3605003,49461679,38632741,2
59629396,18236721,18189850,921861683,914889942,51255637,24879701,24492154,577625269,579647354,38386207,17276632,17280171,401308646,380451256,13754537,3455909,3521601,86132086,105058427,699746,121828,121275,1571377,1803212,2
40851094,11432026,11900821,575179059,609584255,60092529,21491947,21635615,774832678,749391723,59534711,21023453,21417845,482859902,445732519,21135553,9267367,9249953,187944279,193022567,787376,219339,219083,2693813,6047912,2
45306471,12109885,12049196,538276346,577382343,65448784,21058987,20811345,763655645,791380821,49565763,20444824,20362253,452471725,436573626,21840621,8665623,8207581,199786429,213728998,8371365,4199492,4361222,121040420,121281257,2
42476807,12476929,12472409,610262378,583616339,57835171,18931685,18699608,682697133,643090199,69155127,22495582,22783664,480643586,506406343,19140891,7922716,8102555,188565997,206829297,4358773,1075362,1071699,32950679,30958040,2
52704681,14274297,14286666,761035237,834066294,58883930,24990182,25091591,610036790,597771084,35671552,13986033,14132583,371804631,347102174,20691641,8492009,8548869,173236230,210294601,761429,3713795,3869128,40644837,42777135,2
