cache-misses_1s,branch-misses_1s,branch-load-misses_1s,L1-dcache-stores_1s,dTLB-stores_1s,cache-misses_2s,branch-misses_2s,branch-load-misses_2s,L1-dcache-stores_2s,dTLB-stores_2s,cache-misses_3s,branch-misses_3s,branch-load-misses_3s,L1-dcache-stores_3s,dTLB-stores_3s,cache-misses_4s,branch-misses_4s,branch-load-misses_4s,L1-dcache-stores_4s,dTLB-stores_4s,cache-misses_5s,branch-misses_5s,branch-load-misses_5s,L1-dcache-stores_5s,dTLB-stores_5s,label
38486222,14498279,14563332,778929879,840597735,64649941,25548603,25880607,649449822,608752221,76901759,24161230,24148266,516679856,514341681,14786513,3356254,3432862,70402965,78436078,1118229,3461214,3988520,57608975,35094309,18
39908273,15589131,14863127,874467378,786479566,72631143,22770956,23269427,671691443,652534732,120966076,30602183,30370466,763302595,793750096,44460365,7990206,8260670,227536768,209306057,22160292,5375840,5205268,88872079,104878734,18
31543654,12702632,12997279,730604957,867552869,65668147,25548588,25273807,602758528,677748425,104405641,28113462,28027074,620950733,578375297,39152601,7115672,6768264,153226994,164466421,28147677,2939079,2968638,77311137,67812457,18
36289555,14601383,13819374,838618929,819831998,51784112,20337155,20158720,564834555,541860216,112943473,28490112,28546258,629519998,643021786,51358244,7723676,7609643,179403235,169348008,27199272,3571076,3591574,77434718,73857810,18
41999039,14808305,14342453,825342375,835851858,75412138,26711830,26489768,671175636,743723542,102002106,24390248,24234055,569677526,512514029,31976448,5609027,5652053,116910964,113950345,25334612,3029717,2958481,70906999,71598652,18
38169145,14271522,13844684,862780094,734088349,57950044,23137953,23037027,601542346,618596385,83176307,27873896,27585538,659199452,655168484,22999357,7316963,7369359,242367823,241952105,1592134,1112756,1022339,11844590,13950414,18
39102609,14612267,14373646,882361765,795638310,87471289,26201346,26762073,731456599,716500126,104345252,29792201,29880657,738261564,718377168,41199034,7986596,8076206,196153113,194309236,25577951,2953778,2944152,79840028,83865143,18
35772500,12836958,13083413,783924737,831547002,57991552,22576181,23064098,579047485,547968811,113685465,28984103,28744080,659188944,668306873,39951515,5692954,5782040,134859135,124916027,23010892,3967051,4012571,82033583,74896242,18
37094659,15124627,16003649,805383461,857398991,70492922,25795053,25927873,645058960,666186850,99772745,26939161,26507544,527538590,583787025,43039126,5867633,5607901,122220000,126690665,33328291,8502718,8192081,139951216,140173128,18
36930609,14371485,14150721,794273586,771256024,63375317,25769393,25613192,667178131,590909635,103451013,24602363,25119391,563891826,576784086,49979950,7794751,7671615,173552357,180003022,21646158,2365892,2389373,58723552,61692770,18
34709433,15146434,14875513,738226051,901950848,56643431,23483323,23785482,552890776,576200916,81004813,26205587,26020269,552806074,563364424,16903858,4061186,3991494,75610970,85494947,5275386,2342726,2444456,35821099,34339849,18
36436701,14651297,14759575,776991775,849501898,56121414,19805159,19756336,541002960,540460145,114871422,27756471,27631583,644185983,627385544,48629639,6999618,7038053,170411465,161284260,25670510,3424383,3369791,68888853,80487362,18
43278805,15996448,16308198,886704787,778984840,71146077,26420514,26374052,610942895,689355966,105138015,27353252,26787544,546666404,604006184,36538003,5968328,5851478,115430150,129893731,27057300,6897802,6652501,130140045,130250027,18
31012222,12273347,12966160,761378138,821578119,52276812,23125858,23114686,608380777,556193017,119510965,30777539,31599792,764710691,791949631,47879301,9397938,9227298,294723719,308469843,31131888,3306682,3180313,77469034,79793141,18
39061375,14969927,14482452,839301012,823029303,70497076,25858013,25738873,637247120,664609247,108627026,25368270,25067269,558828371,534511991,43759006,6135792,6217958,150601943,144673138,28449444,4470864,4315507,91788149,88055656,18
37512097,13982256,12954759,752116044,810336124,80595798,27031871,26392712,657799318,717077172,106416400,26708528,26394079,580393461,542936808,35524362,4730736,4729963,114949209,113082005,22226647,2629864,2650891,58608967,75410337,18
42299724,15433009,15507185,859650527,809175880,66171764,25731689,25959446,587821632,694629258,81934956,27253828,27445090,741169740,699186046,17978683,4948216,5182888,139478183,132974136,1434191,323424,337150,7197025,6586331,18
41128869,15027737,15173004,856882145,808732899,53069827,20499834,19125723,553980800,589931045,117791876,28501841,28172639,644474144,658667933,39353582,5186255,5167230,116556471,114991382,29919715,3981442,3921520,87734994,80805689,18
40384169,15859754,15028917,878104476,771758728,67453564,26141740,26010433,654870725,695060299,105857096,24817163,25194962,585089148,560224710,32257021,4911388,4957387,99646872,120302694,28893168,4843915,5272171,129716771,115496931,18
43729139,15335499,14762207,876628212,814241657,66067468,25786950,25515216,638839668,629167044,72664496,23582750,23652046,503180447,482170533,17947899,4475732,4509629,85157433,83570480,1449601,306917,307050,4619001,7447141,18
42555864,15544072,15129516,849127812,819814361,73638264,25163714,25451432,676803947,658650624,112945668,27121268,26977575,597199864,572841430,37050281,4681419,4789040,113765927,109509863,24635159,2724967,2620161,66425696,60680212,18
35970115,14804997,14383991,760447995,840333438,52892432,21806324,22137876,598778363,560768786,76898836,25240751,25632694,565163438,543290276,17768628,4483145,4465190,87252894,87528844,7361892,1957376,1969572,38963776,36932120,18
33660597,13607541,14463563,839044701,828478286,72719974,26142999,25984957,658539175,675735470,117381997,30731302,30532147,791915443,772713012,43293096,6982258,6679901,206990067,206718952,28257914,4692234,4794064,92816991,106608948,18
35433779,14314327,14066982,781702074,825608390,59068265,24955700,24131306,597963566,608326392,85850406,27033257,27565105,554556646,578481656,11332404,2681159,2669864,40622464,45938254,7687165,2755558,2592643,40513307,43194429,18
27639970,12250980,12888533,746122967,805844472,40548595,13566737,13429227,367687201,374901531,111555435,33243065,33510968,764267771,749518054,73250013,17019017,17279566,495714546,552528230,33700060,3923051,3847939,91391472,93768870,18
30895295,12560548,12464848,733311218,809481013,45998328,16303956,15869143,464310480,450667199,97952631,32104301,31696754,682325099,688322347,55957321,8796566,9205372,226577138,219329343,32897279,4349110,4383258,107974950,111144971,18
31237865,11985002,11610320,770153434,763335118,27066925,9588749,9756432,282527209,232100847,111896073,36692586,36446256,839176481,855921638,60452250,11558165,11531908,266037266,263645751,30770266,3923416,3899594,78567788,82624257,18
35514029,11916574,10779250,771354164,769728553,31289144,11210653,10898764,289960708,302410975,105317451,33304132,33546423,739594278,727297946,75077707,14413534,14419734,328432984,340846224,29766517,4229882,4243939,82550762,90574156,18
33781028,12916646,13270876,795693011,782321746,56252135,23505248,23420872,588223180,618687406,110986378,27930398,27731297,632582381,610936499,46662073,7338379,7454223,169539694,172106955,26819566,3852076,3885665,73475983,82606208,18
34199782,14146971,13798508,761748983,755152389,51830271,22273913,21371161,601127886,560439065,75240313,26941326,27537349,571903737,529326013,22616550,5898573,5895004,119038475,118223396,8519070,2102747,2106415,28877393,26643814,18
28767948,12521507,12152311,763619907,787862528,43939698,17349778,17611511,445425726,440114480,105308734,33294205,33111659,729332615,768826248,68900727,14323899,14893527,456206403,481503827,26737858,3545538,3567292,83483231,87509860,18
35024138,13183418,13198395,762656580,848724650,59721571,22533919,22794077,562686034,575614082,117942790,31227664,30196563,721147372,743383319,60025458,10881080,10591337,347402056,328365807,32970169,4906914,4995452,99236630,102417325,18
34017793,11496759,11235167,837843637,727359857,57857488,23223700,23362126,615289347,618589659,127721113,33247615,33418456,957873760,994635643,42409933,6004137,6023376,136128520,148460975,28574210,3905050,3853266,83550693,79420385,18
30705005,12121563,11633735,767988393,767738352,52736869,20447614,20364786,539534491,556439120,118840731,30005050,29946407,634618912,669699283,56475862,9342466,9370979,207346577,213927873,26959064,3668016,3610811,80603813,79238760,18
30910504,13045808,13278535,734876255,797405163,55310900,22172272,21503607,563941996,587726434,86389589,29847221,30278032,675444266,741671848,23106381,7595195,7886917,249140939,248557301,9128920,2364756,2406191,34420488,47091094,18
37317202,14192560,13890124,812913870,814782807,39391847,14457680,14706250,415768193,461356420,118864901,29921844,30419629,727265891,714187409,49998487,8723333,8856462,198461361,179812081,33200228,4605550,4538868,96521881,91193770,18
32718778,11994211,12078239,815700277,770966684,46221928,16573255,17285438,545200699,462788328,109719651,32402069,32494731,726462387,746389850,60822217,14466347,14352102,421086273,428482276,25453199,3709386,3726125,83017018,77493741,18
28853323,12377363,12287022,735674337,796145577,52202252,19312936,19485571,569759143,580712435,115258065,31884732,32811766,772645112,804587230,52989994,9825838,9925935,321004905,312059128,28610122,3807394,3907590,78530498,79612923,18
35419893,12402647,11641580,801511829,756347432,56599018,22776176,22415874,616101147,634016637,121382608,30217545,30852956,726681807,791459111,48683209,9607628,9746327,301830333,316253937,29337621,4104568,4051389,87729593,81370439,18
27601160,12773619,12563869,734519526,782629166,43970203,17961231,18007158,500799544,508920517,125806940,32625734,32511666,705313160,735700308,52948059,7945579,7838826,186498941,177513723,28265740,3682649,3555552,80215217,83182253,18
33293077,11612792,11250233,783613949,760654034,25820998,8244474,7719673,227492282,237221359,27809166,8477447,8311768,158244862,177451711,4722279,1542652,1556076,23623715,19480547,7468377,3878527,4149852,78161608,120627028,19
35429620,14208418,14750327,865858591,755989976,27166352,10143285,10142237,247425853,234675249,7266920,2394173,2461468,55652685,43058654,8361303,4120342,4141327,105406073,98398556,1273470,678381,727783,6939516,7334597,19
37646214,14933984,14415366,888312428,842106492,26327701,8978650,8705038,171659505,185064712,4240279,1602149,1650991,20513691,22155539,7210807,3509254,3169950,91765728,114169184,2210662,1551383,1643270,17528061,18073015,19
36063516,14298019,14625367,812753644,855921135,32687355,10351380,10396433,204983529,218928853,5245141,1601679,1603998,20127867,21184936,7895831,2522424,2155132,103200724,102694594,1474013,571954,564403,5522365,5555069,19
46642918,16712757,16197988,937255487,898954383,28930635,8931905,9385002,191749908,147882089,3348323,1247230,1257281,15545708,15343732,5903340,3669769,3271310,92003552,124786284,1614711,690528,654932,5164272,5111890,19
40784508,15736404,15031090,892905177,840340124,22318859,7383681,7351960,129807472,147439009,4055530,1470496,1493484,22003641,22787986,8197683,2452992,2582672,99270557,96533525,1825250,719120,719693,8283285,8425766,19
35422786,14587624,14361452,795551380,821993186,25486577,8611300,8509734,199179064,209048179,7559105,2897685,2777152,52406200,44501800,6406657,3130970,3454254,98394430,106074110,986839,631478,639141,6078575,4880295,19
36037588,12945838,12227020,838453112,791721976,36998187,12159393,11682011,276850985,309071348,3405240,1021432,1006551,10710006,11063617,6935175,4439106,4349798,108801421,91810649,1781411,670242,649377,5055805,6442524,19
39971453,13481220,12736739,856834566,748248809,30316528,9500006,9755157,225409778,223633344,5303213,1635345,1620889,21317763,26700164,7262694,2408577,2284918,102494354,96862986,1985042,621856,612286,7138439,6271182,19
28928306,11792417,11753250,761424722,720408325,39471425,12213104,12402134,335189636,334737346,6259114,2039046,2023227,31843657,28629393,7315862,3411485,3400892,91315051,105337929,1487923,570562,551614,5030508,5389314,19
38862143,15518851,14742793,836820333,798376436,26884329,9329104,9255708,198295114,230858528,4877549,1643815,1557933,25353315,23990921,6572893,3432906,3142283,99903746,102327104,1689316,598946,590512,5955582,5616012,19
28919715,12269217,12361441,824369185,748476346,32567996,11242093,11495436,315999354,256265311,1835982,755837,728325,9646349,8943443,8905389,3885802,4286206,106954376,124810331,1965916,732224,737925,6753847,12233117,19
44405602,15640135,15440388,859253893,864442261,28397797,8551101,8272887,145450215,156847261,2879932,1237524,1311918,18018682,20083387,8431664,3932392,4238609,95132588,95762418,1521038,1386274,1348172,12273879,12441870,19
34358062,13054430,12711595,854772877,756650674,27207336,9594432,9594713,232255005,184299049,3350159,1264672,1309477,17056457,20693361,9228618,4016219,4325043,120796191,89494423,902102,588793,604943,5742165,4873818,19
45051758,16015062,15706765,898223923,852090758,22511946,8378398,8080174,157914226,147550354,1709103,686667,706252,5993413,6222523,9550996,3551187,3458615,133099081,111672737,1770576,1515087,1466268,13225833,13923334,19
36457043,13149134,13446026,827125954,786915250,27858175,9265807,9015591,194537000,173909759,7115774,2551019,2567557,52894404,40022487,8498926,2426515,2640892,79518513,118791761,1725753,578962,524287,5904696,5537473,19
46825611,17027887,16481017,904206555,922653613,23975670,8238614,8347582,165925302,168171274,4377768,1483939,1490096,22152366,20502809,7264100,4121929,3671291,88466160,106861368,1567134,631454,666923,5840079,7334628,19
40049028,14682105,14529320,803079076,880542161,38431968,12274233,11887865,222086678,278634617,4491010,1365018,1359595,16838250,17103156,7561004,3816321,4254778,94763992,99302180,1473579,669025,655101,6422424,5585023,19
39007094,15008926,15330143,857639028,850511313,28728049,9391281,9690113,229883979,189940258,3344393,973591,952732,9590802,9285618,6737436,3747771,4161587,95414897,100750819,1935502,646158,637824,5940590,5353246,19
48298480,17056455,16878926,951058484,858711381,27481280,7914730,7922586,172310380,175725062,4551369,1467815,1445587,19963567,19911814,7353722,2430161,2553557,100410993,92297017,1009868,545940,568035,7698330,5361718,19
38433079,14158874,13857915,787182360,863680631,39987378,11583569,11370488,240612557,295733465,2679346,872229,876541,7974562,9127757,6368233,3298369,2991094,91351793,117150631,1975967,654360,651000,4993910,5922865,19
45803298,15841765,16081743,908637980,908827896,24351647,8641123,8982416,173836935,136095904,2932651,931578,940006,8976630,8557573,5381971,3274293,3603582,90159524,98009371,1664244,698705,701102,7445219,6200464,19
35432046,12542830,12386360,799625309,752162607,30459674,10324229,10277349,317308584,205206384,4329436,1656537,1579052,20206001,25704376,6679850,2993434,3391270,86325996,120253599,1653446,679663,642103,5619104,5998004,19
34548708,13342801,12786389,832171426,741517782,35169657,11490878,11442014,287494576,279234635,5702869,1784925,1747821,24307366,23462725,7132627,4007185,4020796,86263002,109376842,1442766,576972,575972,5800307,5079981,19
38291739,15291813,14829681,891878828,837074678,26062092,9748801,9611437,204206007,181899963,7570556,2567676,2526517,40399668,58926696,6759801,2455136,2594418,110272595,98793817,1629769,615016,645014,6806832,6919091,19
34980837,13008535,12651749,741563734,788965438,31657675,10210992,10467886,217245934,298229699,4898619,1744779,1754784,19871541,23890239,6276207,3632071,3238579,107454695,92721707,1614826,682636,679502,7370220,5840523,19
36017887,15134807,15073060,865581278,941608508,30713462,9277351,9210387,172249855,209806309,4644441,1640142,1639670,19121094,21884758,5903513,2618596,2308217,87121050,108457146,1902351,657231,653770,5473793,7526020,19
38296830,15626329,15431680,861691303,848084238,35420965,9815428,10070947,234644638,215127916,2601219,817153,812705,7387493,6534878,7490311,4169399,4301562,72308468,119787656,1739396,881707,897589,7883985,6018903,19
42117333,16301101,15881416,840355955,908867514,22813711,8387153,8575758,173317064,145304798,2635448,833333,836256,8133364,7120593,5934732,2381195,2570071,113491865,81215468,1744843,1434530,1398080,16041495,17987473,19
35498911,12371752,12334922,807549986,794399699,42074155,13586331,13532942,373089014,322428964,2595619,813532,823137,8777205,7385852,7468764,3491821,3892337,105115291,80954676,1205944,580941,585672,4735722,5828714,19
36931349,14530117,14494105,887285727,840563875,31414613,10803476,10932899,214487756,212501655,2083695,796895,805280,6473070,8806872,6483246,2456179,2880938,112470576,74110162,1814943,1032672,1075108,12043524,10933597,19
44818890,17024851,16552356,877911612,900783762,36819533,10913051,10346446,185890161,271969184,1592971,615070,618263,5033221,5563510,6294380,3107198,3621837,97940601,100441876,1219588,1904503,1997075,17017930,15182768,19
38686163,14151890,14010876,868809625,802946381,41460107,11894642,11365250,296389615,258180529,5243790,1615365,1555001,24782966,21096318,6913452,4315339,4040069,93269404,119216661,1528879,661179,659818,5628321,5774900,19
32472858,13285839,12981723,754552960,764124092,41477861,14162164,14250679,365949360,313261842,2609264,900802,907553,8905101,9260651,7540484,3772654,3441584,89544923,109470502,1038358,620234,610607,4962546,5759597,19
36558019,12263908,11544033,762536111,797464269,39560634,12518144,12687452,328866895,309758935,2402456,803547,833517,8201835,7732258,6232886,3866523,3521899,82158179,120753874,1629096,660637,651107,6235452,5247549,19
38458646,15395200,14890735,902477870,818776645,24811322,8047272,8098494,171142792,188210463,2105250,748074,761711,6840645,7998533,6430781,3757010,3350785,106589605,87530926,1469846,640598,646831,5192118,4898542,19
31768577,11602437,11282995,767151947,744079985,43653480,14270393,14043426,310727106,353258888,5063458,1565571,1579841,18763789,24645886,8841161,4293649,3901651,73310238,115750648,1148446,531836,531867,5031978,4905234,19
32642216,13805167,13599123,814659960,825681304,30978245,9869721,9710432,227177210,265230438,2496803,825585,831768,7771432,7757650,5908853,2160804,2208728,112759017,90843888,1331442,626819,609042,5156933,6068800,19
39717135,13689773,13265049,792875155,800550505,41010180,13903031,13329497,296271881,286482133,3034346,844613,862372,7139606,8361029,6615784,2286774,2586376,96786847,101971380,1901792,621577,632724,5304837,6226806,19
42676609,16926643,16507523,926294028,888357132,30897714,8147047,8162810,153645212,196372006,1909024,743704,720926,6291039,5996094,5664984,2971799,3287092,84396940,115379545,1335142,1753525,1782264,17533500,15917769,19
37253578,13731185,13433512,866391656,776156611,29867692,11207512,11399441,234944918,219233790,2643186,802757,800471,7902161,7123768,5849343,2007729,2126533,91171126,102777467,1394201,598684,600631,5815089,5520560,19
36232801,13967276,13303002,807292997,747702951,33613584,10933515,11184651,309700467,231451443,2362851,801724,800580,7400496,8178233,7099150,3975851,4227171,102734521,90712050,1292768,608143,629271,5476774,5616533,19
30604159,12954470,12581879,755334417,759397861,44823002,13604606,13102441,289869531,363096477,1243221,641374,676187,5696664,5564840,7565223,4224186,4177729,88720978,109017557,1210540,597598,591734,4766028,5286737,19
40460965,15753387,15376523,874191060,841053222,33998144,10277381,10339726,184826941,227230024,2631866,815147,811637,7288719,7523705,6394756,2647552,2267912,112617015,94843451,1450421,653453,636177,5298889,4967039,19
36704196,13491565,13189689,839065871,810349576,29242502,10466015,10646099,261256789,201422164,2027517,810023,798136,7142539,7411204,6166540,3662293,3426025,100767748,95533279,1638656,616656,625597,5244243,6237375,19
43968395,16208191,15969585,949569206,858241307,29764361,9772539,9496200,186308455,196449558,2373600,810640,824797,7334284,7466534,7605185,4292056,4603178,74721638,111959928,1572919,1597513,1673710,17651272,12668837,19
42037661,16199708,16205056,920349309,892171490,23884402,7874225,7856611,174188155,164026381,2145515,839771,844756,7944204,7308284,5834624,4110768,4111992,91743942,102614229,1618640,1353674,1395556,15147021,15803685,19
41167152,15284355,14763804,909819355,846436855,36386639,10445189,10653419,209316602,203148035,1956473,748873,749532,6951644,7305905,5306813,2209308,2142396,101134778,104496052,1311451,1414420,1436114,11848703,10952093,19
38739405,13712603,14043638,807437299,816940963,36125113,10874163,11005143,300800570,283606492,1537905,612184,623899,5379029,4799948,8118571,4501213,4186109,72290512,115021645,1250312,565010,558881,5479926,5704312,19
40564082,14531475,14590841,895734597,824698090,39884372,12247393,12474702,268551456,227642295,2704914,800092,796383,7134667,7394751,6301311,4010350,3974191,101886850,98358057,1352904,620934,632049,5458232,5391648,19
35967893,13671569,13287061,843074960,756036396,34073887,10902877,10427421,224173765,305720185,2802338,887812,874295,9013478,8546282,7701908,2640491,3099254,121304424,83018303,1245020,621652,627306,5780376,5329662,19
34335023,12359592,12035146,784629644,773387503,33256201,12631284,12935138,311492963,252407455,4664248,1545947,1534567,20350965,19887430,6486294,2222276,2415505,114950100,88608176,1181986,566285,532787,5091285,5697362,19
45001103,16984151,16016730,952567081,871462213,31341656,8970740,8756665,150643904,192950235,1121567,615545,595887,5818389,4623133,7232599,3854680,4342344,110166058,80772860,1348144,578307,585266,5192205,5158983,19
41452629,16538578,16234906,894148199,893342210,27401195,8310376,8147374,157826390,157240024,4263322,1918892,1937615,26652003,29378969,9228136,3471204,3944181,115906433,123598441,1502229,1264751,1351801,15197944,13773344,19
30276952,14899534,14749040,839620325,862746442,19692275,7114758,7313392,153733575,159776814,6647675,2693784,2580231,34495777,57231193,8215604,2504064,2618995,120620961,89982584,1100677,1065152,1143831,11263248,7905041,19
37330970,13209529,12746857,802751594,779295687,24970739,8684405,9271272,247852980,217157395,6807139,2547546,2661692,49695735,42164500,6678731,2481881,2659582,104033254,103891762,1878975,690035,667926,6700264,6595565,19
44672767,17058993,16361038,973327749,837828709,30962239,8458619,8392915,154700533,190254878,2019860,716519,711848,6080658,5977242,10467644,5183793,5041291,105391008,129647641,1557111,612662,597945,6118709,6396721,19
49708944,17453592,16621246,925154433,866726284,17677909,6387431,6344304,132445293,110787436,4286803,1570854,1622641,24016459,22242132,4660120,2692101,2481507,94207878,108617625,1972038,1537090,1512294,15550209,22298706,19
36991539,13960741,13297934,861545522,759991090,27394294,10559573,10593819,231591222,213064118,4524244,1640387,1632470,21251914,22710262,5227757,3017299,2599356,92265089,110859940,1658239,686641,686126,5687309,6352209,19
32393361,12109475,12493930,772752453,790347504,41033024,12837877,12607252,289122632,352141632,4865853,1628924,1641989,24349167,22995440,7781238,4602050,4210223,82495543,127822719,1840784,665743,630141,6095810,7036544,19
40660135,14758761,15034458,839776514,879218890,24301601,8207227,8375668,179516304,158669458,4871538,1728873,1726308,26203634,25683138,10670896,5179778,5454324,131558137,94960066,1636701,654992,647738,5093937,5790284,19
34216881,13676303,13057622,786102742,761614525,27269839,9614764,9340445,253039579,223910180,4962885,1907545,1941793,48965801,23029667,9706145,4292273,4855992,122028375,93834771,1327242,630143,621943,6895204,6830576,19
46794045,17201317,17207306,960164099,907616656,30271941,10068982,10292807,184278315,177837003,1631931,702493,676078,6620558,6214327,6321924,2739628,2553614,104026567,95378466,1444201,1883988,1812719,17071749,17370877,19
37713874,14966208,14795089,799145818,878683358,21337796,7877044,8075578,182537532,157541977,7872635,2763040,2808342,56494809,46699627,7633854,3766270,3863109,94037818,99844402,1288514,588161,601195,7659424,5856818,19
34685568,15197577,14405520,816304744,796008165,26939995,9100673,8869536,195504248,161058450,4839766,2011079,2073858,39457646,24798962,9566185,3938352,3522133,114364351,112824977,1352206,658713,647364,5298698,5438622,19
36943093,14525694,14604880,834892016,875483473,27325285,8415054,8748423,215223403,193663360,1433885,641435,631343,4660647,6901080,7202749,4071562,3801197,75667524,107127301,1583244,636869,630215,5101111,4946489,19
38437538,13887922,13804204,855113312,774297092,36771818,12340319,12383790,318206623,252259935,2475091,799460,794576,7586173,6811798,7636236,2829808,2199136,76542904,103151548,1160270,634375,649149,5321103,5591997,19
41690480,15728179,15402158,923622533,879192818,32773058,10861367,10920701,222256047,192596668,2311333,799092,803384,7153841,7381824,7974768,4158089,4045535,87526521,118788893,1289191,647909,636185,4926031,6096871,19
39175531,15885232,15372816,833867819,880180548,25646692,9288128,9376213,218940941,176146601,1744664,760978,761136,8420738,6978053,6334065,3044773,2657817,93570333,101960346,1133412,801721,749901,7051019,7885320,19
43952820,16388579,16093025,922299721,900082693,29051958,10110264,10036561,177896055,160129270,1246232,606229,592675,5591990,5281315,6777347,3802031,3996184,111990384,74794130,1410172,613262,582870,5122206,5050749,19
45175104,14554882,14221857,897833540,895984962,23456907,6955614,7008201,131754224,163433872,2167965,798957,792512,7263337,6852274,7884727,3741903,4034403,113220715,75071585,1265631,1822567,1840194,17300958,14373985,19
36485275,13509015,13018761,808666203,740168316,34739128,11534344,11809919,259495435,233122311,2692580,810988,794729,7447423,9552657,7407033,3942468,3912034,91093502,109517802,1523952,622942,611208,5380630,5990063,19
34658121,13682443,12780744,774718008,783676776,41641809,13524010,13672305,327581805,323204352,2619664,817202,830417,7952739,7594370,5490015,2469748,2238775,110752521,86207080,1471705,568957,560126,6238062,5160540,19
34361201,15569394,14683910,862509141,879425659,31451370,10270981,10021759,183414382,248721466,4547130,1612286,1646859,24014047,21180611,5014765,3202413,3657228,105554791,107728503,1330700,566122,558210,5163605,5910017,19
39781438,14676946,15036610,875061036,932984695,33694341,9876368,10032328,198854658,214267936,2243316,775538,769853,7085021,7164124,6953279,3822395,4118975,105715578,92337556,1440686,642918,648195,5206653,5357402,19
40176332,16075714,16077740,892196093,931112429,29408104,9910086,10023221,224058071,179853825,2732656,766623,723815,6893979,7487348,5751637,4046395,3923149,88854716,118611827,1598616,635308,629860,4934120,5225227,19
37263066,14114168,13707726,798528692,841918852,30279276,11227005,11506670,273870457,227056431,2768403,867179,842113,7930225,8131088,6519925,3844892,3519168,80575516,114012397,1512355,649005,644744,5731028,5307794,19
36368801,15200823,14604072,896857703,801166937,34914103,11333117,11540478,276322523,205560991,2392928,850362,855773,8112600,7176210,5949301,2239189,2297133,97152601,106056730,1352969,617491,588959,5469307,5886277,19
45194797,16913417,17175358,906989078,952281967,21145688,6945238,7081807,146707927,154379316,2318073,754614,746595,7330253,6502721,7077405,2510547,2867672,94383583,106277943,1424253,1915749,1811002,15651479,16366576,19
38139190,15645218,16272637,893732218,877629964,23773488,8002763,7899769,147279273,155892442,2260910,751141,757508,6998809,6615433,7584120,3722157,3992372,91121074,98181936,1425439,641016,642490,4825372,5341461,19
35859678,14409749,13971987,840003522,820243633,24996829,8902952,8956865,227971856,200433784,2471789,789549,799812,7936852,7608925,7520426,3993966,4134527,85808498,101625570,1457087,662916,701705,5792602,4849137,19
45288719,16324048,15791321,924203758,872059713,28319037,9444567,9310299,193158876,182631029,2445014,812600,806356,7300782,7522116,6767435,4418089,4170462,100410749,90696324,1217336,1932444,1967970,20172912,14393342,19
40541092,16023168,15921384,939535341,858853910,28647333,9545584,9452819,185403870,173577153,2216731,788844,792556,7483048,7639393,6063960,2641368,2307454,102743349,88775663,1398270,653791,624253,5903972,5900124,19
38958813,13771286,13300325,825720054,815650633,30499577,10595978,10934915,247741181,202940882,2213981,747768,764326,7897861,7189735,6964816,3481992,3182909,82145420,103035011,1288074,575395,580308,5210336,6253867,19
46312359,15053780,14716351,889204644,856995875,25476122,8660755,8689125,175786725,171644697,5605943,1713327,1672359,23945189,23550982,8516147,3844444,4132135,88152602,106272659,1724272,943379,937117,9529283,11587598,19
42794919,16154104,16433588,891701666,908122901,19978036,6679397,6508115,135529202,148783689,2554785,763539,765395,6870042,6666061,5744949,3183898,2873835,110448555,84430610,1494534,618441,662378,5333751,5566344,19
42550240,16248151,16465431,872089758,945516658,29662300,9739319,10200996,208225262,172446328,2853754,836059,831903,6945304,7658962,6242503,2130602,2252850,91122479,111205958,1441446,1651691,1679698,14232464,14667829,19
44232763,16345417,16044960,930095064,891755518,29875521,9271464,9342472,165183333,193132721,2833018,744139,756699,7442403,7107837,7385479,2397266,2160574,101142828,90992502,1319631,1902425,1996822,17344562,14279284,19
39803696,15699923,15798048,884135383,988434231,31225630,10407948,10630405,186447094,175356574,1601879,624523,613507,4759228,6111083,6423320,2943043,2641713,82295104,124930379,2442841,1476482,1507349,16829237,16380821,19
33640288,13803381,13632269,811496126,777179563,30184222,10703003,11008247,276119286,227644937,3579839,1028223,1037031,10995879,11686268,5471157,2075914,2394909,114886257,93593608,1347370,650469,666616,5445014,4991945,19
45078067,16634099,16371525,894694613,863931864,23753367,7354042,7267201,140660887,153391355,2698494,848760,829145,7688721,7132952,7266305,3730502,3908079,77070007,113989666,795882,1790861,1823058,15839963,15951670,19
42370853,15910222,15749650,868732464,848304471,33049311,10664565,11031950,264966881,212209085,1354578,572242,593382,5313944,5604519,5708315,3753836,3985228,93887109,104718247,1027728,633347,623384,5310458,4643893,19
34473973,13390210,13277566,792228090,818334802,28676298,10935017,11268638,253551775,239891821,2368485,846516,859486,7754297,7804269,7978271,3582050,3337984,94686197,94003752,1576308,639066,625481,4529912,5685950,19
31674307,12575766,12463664,697113303,807979100,34433300,12980591,12503664,259604494,305106466,4629882,1542102,1541028,22520827,21625148,8981571,3215123,2855461,105939605,93718813,1226444,570298,568140,4717226,5788877,19
39239333,15288462,15523698,834731479,954565939,26331988,7716345,8104533,178280557,177458689,6494109,2331382,2451850,43601263,38597303,6995358,4211403,4556400,99736637,113346076,1456225,1351549,1398475,13454840,11625767,19
34256357,14971962,14911740,846332692,927791901,33331728,9688543,9550187,224141196,211129122,5052046,1681256,1719392,24594458,19556892,6315386,2787385,2427710,89095130,117888016,2091107,748577,740068,6800017,10572404,19
45046606,16100792,16210353,869692443,879853153,18827465,5728102,5731216,105576824,138805416,4619557,1845051,1863072,39047325,29168847,10929821,3494160,3218106,114307294,121220554,1602041,1530656,1618407,17176290,11585849,19
