cache-misses_1s,node-loads_1s,branch-misses_1s,branch-load-misses_1s,LLC-store-misses_1s,branch-loads_1s,L1-dcache-stores_1s,L1-icache-load-misses_1s,branch-instructions_1s,iTLB-loads_1s,iTLB-load-misses_1s,dTLB-store-misses_1s,dTLB-load-misses_1s,dTLB-stores_1s,node-stores_1s,L1-dcache-load-misses_1s,cache-misses_2s,node-loads_2s,branch-misses_2s,branch-load-misses_2s,LLC-store-misses_2s,branch-loads_2s,L1-dcache-stores_2s,L1-icache-load-misses_2s,branch-instructions_2s,iTLB-loads_2s,iTLB-load-misses_2s,dTLB-store-misses_2s,dTLB-load-misses_2s,dTLB-stores_2s,node-stores_2s,L1-dcache-load-misses_2s,cache-misses_3s,node-loads_3s,branch-misses_3s,branch-load-misses_3s,LLC-store-misses_3s,branch-loads_3s,L1-dcache-stores_3s,L1-icache-load-misses_3s,branch-instructions_3s,iTLB-loads_3s,iTLB-load-misses_3s,dTLB-store-misses_3s,dTLB-load-misses_3s,dTLB-stores_3s,node-stores_3s,L1-dcache-load-misses_3s,cache-misses_4s,node-loads_4s,branch-misses_4s,branch-load-misses_4s,LLC-store-misses_4s,branch-loads_4s,L1-dcache-stores_4s,L1-icache-load-misses_4s,branch-instructions_4s,iTLB-loads_4s,iTLB-load-misses_4s,dTLB-store-misses_4s,dTLB-load-misses_4s,dTLB-stores_4s,node-stores_4s,L1-dcache-load-misses_4s,cache-misses_5s,node-loads_5s,branch-misses_5s,branch-load-misses_5s,LLC-store-misses_5s,branch-loads_5s,L1-dcache-stores_5s,L1-icache-load-misses_5s,branch-instructions_5s,iTLB-loads_5s,iTLB-load-misses_5s,dTLB-store-misses_5s,dTLB-load-misses_5s,dTLB-stores_5s,node-stores_5s,L1-dcache-load-misses_5s,label
34237556,2544932,13307388,13125095,5182313,995159809,852772773,56082483,1042907436,1184377,854402,979882,1066969,780285004,5936949,50989606,58820392,3310074,20109316,19258626,8920223,647156089,513905665,109197021,691765142,2641256,1810564,328766,2019645,629896030,9259806,59837020,14497064,768763,4284393,4321998,1599375,284482624,209193586,18443999,346241458,269171,338592,66710,421117,203959044,1876823,13018179,2088710,114474,892313,940505,362658,15273775,14910673,5234334,15865464,113402,94145,9277,107208,15745834,146459,2022169,665502,33661,126527,126227,16953,2426213,1986512,999519,2459983,18671,20961,2194,27418,1716786,13657,344956,24
39245678,2844076,13275696,13528555,5238603,1105965626,906630727,57310655,1191403910,1268299,926419,825457,1025854,768728866,6923764,58755926,56492737,3218304,20346449,19878185,9865329,744156452,566692389,113871178,720412942,2861283,1767028,316150,1895231,539181163,8088527,56025516,7309269,435824,3455445,3156057,1988913,288569662,199738214,13214303,283606018,234412,306345,109598,395548,172026548,961195,11624931,996279,57675,232694,231297,69391,4389782,6946953,2010866,6013983,39105,41383,4505,46839,6137439,95196,841294,6658061,576897,2803206,2843717,520137,137278006,93485137,13970938,139624937,90036,138020,60441,203927,102802224,989170,12091043,24
38342110,2828533,13891968,13751905,5951799,1056479327,856866107,58715073,1072615766,1423338,1145892,622716,1267034,859450251,6637610,55577059,54807487,2979607,19686521,20084415,8866511,651454935,525294117,108820958,639243094,2777371,1778581,307093,1892050,533745575,8956981,53733213,7602433,391740,4188458,4175874,715231,285435537,189349377,14128030,296464119,438416,307463,138108,381180,191689070,1532266,11738028,6370218,544623,2109449,2503180,961930,118657580,88212997,13817188,127454815,120982,262355,32228,212506,99654776,717182,10241828,847800,43987,141252,142631,17642,2531387,2166844,1321243,2544421,15356,32605,3097,33063,2096192,14243,401262,24
36882792,2612080,15295187,15054003,7417281,966268738,817771958,69165897,1077170075,1432519,1063082,649634,1154068,887666317,5847223,56776371,54080982,2964517,19463255,19248465,6442821,671351164,516333345,106268080,625971559,2256874,1790990,305789,1825508,517333362,8601547,54483228,8282516,478682,3940922,3753326,2283610,290670586,199529920,14511266,294828569,296858,324679,60213,365220,183350305,916753,10731079,915236,55211,220236,217751,41886,4873912,4099936,2184918,5610624,32575,53516,5241,56357,6281580,108370,662091,7274987,727272,3970846,4096153,1003697,182521902,118651203,16131853,183587568,50064,140310,22466,152904,92109821,527265,14155776,24
42448557,2877125,16247896,16065904,8142523,1110379832,951381398,69987071,1214071291,1429156,994803,999067,1191591,875031388,7130092,61938849,49566840,2859031,17230721,17483000,7494555,595593711,456549399,95602093,599625389,2397046,1522139,299580,1764210,458018708,6292349,46792781,8891144,469053,3579000,3595273,2133696,301585017,201035054,13329524,304730794,284224,319951,72674,409253,179374912,1032177,11208391,440757,32147,112059,111867,14474,2248179,1924253,1127944,2094095,11448,12445,2677,19496,2165484,45702,461046,5287177,530207,2534989,2039842,245495,93859653,89231991,16189472,94224064,111896,239965,66208,229936,100520645,981699,11340066,24
39506245,3000663,14248051,14170952,6155649,1004216237,837657999,64639776,1075460591,1307509,907279,540158,1033340,856802980,6289767,56007251,59501407,3480971,18976151,19080728,7963061,675792539,539337632,109412242,730854736,2894088,1423214,275021,1688891,566484960,8532059,49605063,9311448,467326,3906581,3839954,1772467,274867177,187432278,15655788,296204554,399174,274744,62188,334491,195747823,1089349,11119462,7192446,573160,4194355,3878822,838725,131859042,99225931,17573530,107639877,168062,173717,84670,229058,95235251,1019564,13028425,705322,41828,143796,144202,11350,2906000,2128302,941895,2446222,10942,25787,4583,35151,1949242,19128,348866,24
30428893,2505693,11845659,12478642,5874157,977615692,804204832,55195539,999821846,998084,798619,829538,885778,786090721,4932293,52800865,60551922,3389119,21139254,21633632,9963780,800657571,634944070,119417922,809798046,2850282,1878304,334064,2017000,559223266,9483624,54707449,9788260,522548,4929343,4727431,1100325,263277195,179535285,18181149,258226698,401051,242184,92948,286582,190340517,1816156,11756726,5790746,582404,2257791,2591709,926489,143620598,99609503,13729604,151552411,103234,144430,50129,210857,83483848,716806,10310105,935746,48022,196694,196527,16711,4810930,5879299,1494876,4446110,26644,33204,3067,41842,4821581,102771,605057,24
31916153,2617735,14648363,14878958,7026664,934090516,784275724,65585499,952097468,1244518,919412,903338,882876,856294612,4470951,51133054,58621268,3402252,20714558,20334426,9173041,723217246,585960344,110087097,720837211,2687911,1681936,291968,1959519,556975083,7773271,52401781,7544842,377470,4363673,3850643,703614,252303620,174741567,17011744,244224237,331093,290762,119794,358194,188574024,1486507,10108459,726065,44273,191103,201650,47011,3577746,4076425,1806851,4624091,31482,34797,4042,39296,3948019,101373,668450,4480957,451379,2223232,2328221,1055178,138583681,107393363,14097948,161621602,130266,159606,71117,201137,89874384,425021,9150693,24
43033684,3167895,14513069,15161079,9091851,1075481842,879709682,69070247,1166243289,1662457,1090720,613608,1207905,935039221,5917056,61684894,54015504,3071267,16263412,16637960,7358685,625674385,476435353,90791890,592429598,2429270,1489379,260036,1612218,459581841,8016302,51571475,9587676,528498,4581597,4427592,765097,290320714,193785447,12555250,299125647,249943,230642,110073,340025,180048293,2127045,13681856,4863579,356187,2443628,2644386,635150,130557137,91352683,15080029,130945452,96208,153878,61737,189487,83420872,743360,8164513,732153,36818,2290253,2151531,52071,36714964,23817848,2354369,36237883,54868,58734,9433,43588,21469222,153690,10005689,24
30956111,2280739,11618641,11600492,5381316,994667070,783873214,51160620,988068258,825411,846143,912414,968209,778416484,4988740,58374406,63948157,3772111,21709057,21552604,9298382,804113431,631326357,117706424,782710717,2815569,1899270,375689,2199788,566467002,8729753,59322499,6292989,357081,3862734,4011594,636637,288767265,197813784,17025708,289653157,446894,302728,109778,327898,184085701,1453938,9797572,1474904,83525,637181,590431,224716,10009730,10310301,3707589,8931062,65759,67837,6803,66981,10303016,133670,1440042,485906,21836,94141,95075,9883,1598762,1269357,748044,1956738,10122,17956,1541,22419,1556970,7576,225991,24
39344331,2987211,13769214,13275628,4353646,976664061,849103442,52277505,1078238376,809867,832158,838621,989916,801593091,6978187,62020595,63003463,3586491,20358872,20098805,8637151,761526776,592491433,112319160,746012282,3090380,1846309,294472,1980517,536106522,8610903,54011060,8041898,469496,3394412,3508472,1060950,257533965,174366385,13397259,273581372,179217,202060,27540,253108,181679292,1550170,9456438,2352734,142116,835218,825828,274279,16688031,13431849,5203165,17935501,68972,81302,8724,80829,16232404,152581,1827342,6124219,514278,3005626,2795457,487552,99637787,83065059,14218204,102111136,113990,177969,84964,215585,95132177,915982,12637880,24
33565777,2513669,13260317,13407273,5594729,952868833,809185008,43695341,1017030185,795737,680871,683388,892261,765180400,5242900,45884928,62510785,3637629,20927758,20831207,10100677,748822386,604943566,123522409,780940885,3084100,1827169,323173,2163515,624030897,9757431,58388694,8560804,434977,4484489,4484316,990447,297859988,204316677,19286677,304347742,452124,344160,117280,401106,183231760,1880778,11080113,994730,59070,215720,234060,42966,5176794,4100296,2307800,4937932,45639,50374,4443,48647,4579401,173543,784549,5849334,605627,1893747,1851771,880257,115786057,96113536,14096986,124100367,96652,160178,59320,193599,84698256,447728,10127701,24
30632606,2264758,11810178,11217688,4584562,958184064,782890068,52192761,996855940,1211817,909690,564701,999438,789686791,5197705,55250908,64148691,3794883,21137036,21794837,12836950,830793377,648735080,126491400,850370896,3225085,1876696,362038,2076807,577952387,7314353,58627449,7229586,400513,4002788,3835408,2008764,271197487,173498688,18304931,272309159,411373,352259,97110,415497,199005828,882338,10987520,802648,50557,167896,173055,51006,4407416,3793318,1651182,3439661,26443,37078,3288,37026,4814533,33504,566911,556949,37434,100259,101723,12098,2197662,1618809,723949,2326292,7809,17217,1623,23380,1166688,8746,266343,24
32354567,2564394,13439965,13251675,4321939,934871400,805796066,53731375,962815329,1178609,889178,1125114,922940,790557681,6071760,47973621,10607723,602847,2615281,2652100,731709,77648177,63721461,20617507,73924732,374812,446203,43486,491950,39709460,542955,6455333,23035627,1321169,9784989,9480294,1709894,230113934,189644642,48108248,224296105,1020052,844699,116413,991329,250094124,1663795,20916047,45114516,2762284,15111396,14833898,3558257,384375558,313490399,91404516,399790398,2160347,1580972,250215,1718811,333490292,3484047,36379314,16607471,935357,5972827,5882251,1157392,232608666,133181310,30205262,231642975,667972,620630,91464,743364,132612333,1253998,15064102,25
35203645,2867993,14927133,14469128,6519007,918238914,786479956,60531137,1027071074,1032107,981481,826938,940273,858113227,4225857,54224962,56636721,3296947,19408507,19105356,4648666,566786922,478799857,117839084,610669246,2837714,2028149,327951,2141365,524104704,5316150,49273051,17470914,1089355,6224032,6241832,1641252,162476662,117942911,33538178,188743185,622026,658499,82846,771958,143183575,1270077,15975134,7135259,431830,2876953,2903417,718755,112603869,68593751,13865838,116648544,199836,321054,42657,403483,47158273,379300,6592326,12025116,911689,5500071,5056414,1410245,143334934,110261619,25879983,123129356,284140,500405,91840,601316,129518441,1302284,13901965,25
32304644,2707306,12976113,12859865,6279654,1003389590,851020499,49743375,1093299678,1122014,716792,938350,858203,776297159,4877511,59858345,42253265,2546917,14246853,14308326,3364504,445361357,362786569,82235587,448098020,1942753,1473831,223666,1522055,359793726,3230960,35887201,30774640,1805640,9686534,9719342,2520965,229917924,188359175,57427156,203520398,1183949,1101531,119547,1245648,171133686,2814090,23277126,8930383,517398,4586442,4576836,683946,209169099,117360907,18320715,196249124,507947,390299,87575,474695,105794536,766226,10110724,9534248,740608,2493801,2517643,602494,71092143,63273065,19979346,85621169,243090,393889,64318,486677,61887526,657049,6333767,25
34830275,2827649,13776903,13810157,6967486,1037859977,868977670,55919180,1056115192,1039419,855223,872461,1005516,823055647,5020130,47373551,55138057,3222299,18963417,18750057,4444520,516435837,429289063,110937148,558660293,2604231,1952819,312821,2090127,487095463,5153383,47359463,19428031,1121322,7404616,7171431,1537719,273731109,163742454,33495088,259288109,803411,681316,98631,836119,166438014,1401981,19043305,7090822,439744,2025724,2057681,480495,35301447,29578209,14200501,38474917,189421,293854,25439,333119,32937199,252693,4143283,11346868,971774,4548728,4244387,1178548,132780071,121647911,27593962,136551290,258622,444983,82936,464598,123887417,1297791,13654028,25
30371008,2140535,12338065,12370830,3483856,1037012802,828255104,49210560,954135373,1195912,982521,941588,1108177,768950750,6531532,55930894,53565965,3225245,19184251,19211406,4490093,596701562,483190780,117778521,581865165,2820245,1978165,315605,2086365,455734561,4441089,46576818,14933959,911329,6755891,6579323,1663308,187273655,129759447,32102926,219512587,552671,610110,81140,690644,164678063,1225478,17127794,6351596,390583,1866536,1833364,294422,27637347,29361012,13879769,26739643,164371,295184,26699,372968,29783754,471139,4328356,13827599,1066924,5310910,4978970,928894,116484804,100759731,30251658,130809194,284486,480213,96717,574046,136950703,1770206,18106437,25
34158214,2637508,13522387,13623292,5533852,974262403,795070806,60188709,892081072,1227378,887436,1009067,967003,822058459,5514417,50868680,56944408,3460939,20454202,20395583,4609916,595201522,475299676,109658861,563960437,2308784,1769603,248141,1875759,415088120,5143031,46626851,11755682,754646,3279743,3232591,951282,71799414,63762617,20963925,70234771,356475,425225,54335,516712,66714630,899194,7710729,9897308,585645,4933855,4787319,542446,171352113,88793710,20353785,175579914,404494,399950,46071,404086,110254911,972996,12461325,13738967,1016240,4299150,4116153,1155091,177518955,148765029,29466623,212899846,328574,535847,118907,679341,137663037,1090842,14155192,25
35154461,2616272,13519075,13503341,6176815,956100178,810725553,45448665,1004816777,668500,589918,879326,867403,795888050,4948521,49947207,38764938,2384766,14697865,14571285,3308724,482132094,374413926,88818499,490873998,2144085,1461075,264949,1534839,359571546,3394658,34409356,26855811,1721014,8317099,8258522,3434836,222024199,191285742,53737742,224260939,1031899,976048,111308,1191947,182235791,1868513,21544715,7739080,455492,4503358,4392700,1069912,170678100,102617734,19665191,190748039,292654,364132,58142,438063,108738231,558385,11373750,7683393,491262,2135220,2089067,490849,35416355,35484715,14314858,34698555,183827,309161,31954,394544,34011404,553614,5142704,25
33193809,2317889,13458956,13723502,3894277,966556409,809988133,53415909,1001176438,1055381,924338,783614,870729,781384850,6093160,49279866,48782218,2975992,18615597,18345433,6163296,563324061,450327570,110173553,528267637,2731045,2033094,279433,2125717,453720626,3302589,47271672,17916049,1020590,7201047,7059785,1611105,272185935,181735577,37238563,252330186,935221,695861,110100,811918,161139061,1605680,17718472,5847306,357938,1706213,1683154,401406,34335839,27160335,11871390,30947823,152155,262562,24331,314038,28481547,333753,3834124,8419405,522860,2334152,2330812,600355,39418597,34546723,16053906,41247975,189197,352571,29514,430114,32365978,632430,4927696,25
27626810,1997798,11358610,11184056,5214303,928081841,768182910,53674208,945170476,1122240,856900,598304,981883,817135335,5172115,53891934,52346077,3173328,18543288,18295018,5101586,546552556,434814982,101858239,541225608,2423828,1707348,309652,1897345,448283798,4425122,46493406,21384384,1333714,7015115,7424013,1550595,263046652,169886966,40404927,301095599,828694,755867,91012,878080,171945426,1789412,18481229,6739579,416319,2420851,2211489,331437,35175214,29805616,13596080,45388206,154212,279728,30433,324829,43400184,550901,6652150,13238133,1022705,3974074,4078637,1306039,135530257,109899863,23899702,165673771,235559,394674,63149,556195,129702763,1418436,15413879,25
39510676,2786992,13232922,13372657,5292013,1091353133,863572128,54704696,1119325267,970432,830180,623597,1028980,789843470,6542640,59311062,55990236,3196641,18312880,18656096,4754354,571483687,451357952,104165357,585199030,2647597,1878935,288244,2073387,463920725,4615925,51124879,16360656,1000195,6286209,6534123,1370657,243669018,149997606,33132882,227565699,693068,652332,103579,751995,137379242,1255112,14047422,7275681,445999,2166446,2189876,596835,35005458,31634346,15182894,35089552,184416,312504,32397,386925,36523046,413940,4857477,11590004,838643,4964208,5211411,1181896,182699144,123448089,27370277,161341172,280720,473531,79776,601454,110127695,1124612,11691427,25
34312774,2662305,12267136,12524359,5969802,930723459,780287680,54749979,1003311318,1125468,781589,885048,832377,840060504,5636859,49782617,53476142,3186376,18813047,18264904,4916616,527509636,433160084,104886968,561267235,2483216,1808891,269258,1928925,457002863,5059880,48535018,22864915,1369031,5949897,5864885,1679015,144601211,123580996,40258516,155491838,997113,800851,116090,920749,136761981,1620631,15470705,7608288,451496,3781143,3681781,715347,171997459,88300586,14478104,156785941,216048,349407,49183,413467,66135238,484505,8546140,14862575,1189625,5954424,5457232,810350,161899225,123300566,28421511,141231979,261437,495830,99182,604552,125728203,1612910,17233588,25
30793211,2087436,12953711,13014420,6374304,905785638,788752341,50985104,972239656,989131,814900,671893,955706,852468246,4532142,46526844,51081441,3072068,18070692,18192487,5537914,523378556,436462898,107766793,512313848,2600082,1751605,293248,1789471,449104467,4427644,45926156,21159387,1336883,6612656,6720467,1737353,222254374,168545946,43087283,207762769,984230,836364,119422,966057,146471270,1566281,16802354,7606205,456132,3251495,3305841,478114,75896696,54676228,14362761,92043242,225286,308480,44577,385750,64057816,602448,7933502,11036873,788953,4539169,4606305,645623,132633215,97590164,27337882,142842025,215594,478334,70037,576812,129379267,1311197,10421377,25
29586830,2499104,13322902,13826308,7638203,904388522,767623867,59821988,920136809,1195317,889837,608939,831051,892159452,3601491,46726313,41478322,2485592,16420711,16371886,2901329,469259314,382005913,89557246,504776913,1791936,1405171,263501,1546239,354419264,3878422,36221896,30812618,1882449,8990184,8704199,2075534,195776429,166282330,56163883,195976030,1098304,965566,115025,1135548,190260822,3015445,23080617,8466317,485824,4740130,4661317,924525,209066162,105329845,17931486,205247101,295620,330135,52250,375185,99356335,690846,11340915,8205296,535440,2191333,2222116,670170,34217083,31478788,15881273,37258380,184454,342892,26760,414399,35205505,458439,4931165,25
37025760,2784285,13594248,13392756,4353103,1018694283,847405445,43446744,1048765342,878791,784453,988561,1024991,809541173,6124567,58978681,54673169,3306234,17948670,18494416,4206192,541323268,437869027,109669564,537906089,2836103,1961878,257323,1950837,456473085,4988871,46521687,18103727,1055843,7084012,6798485,1572587,235975469,146116814,37327990,242064014,831652,716302,121382,763179,176767357,1622817,17865000,6693726,453430,2022665,2002880,630257,32488689,30491236,13514826,35021134,187540,292460,25854,369618,30536566,361432,4649140,12890786,913088,3449904,3576558,1101802,180298763,142229352,29646297,194121871,283054,489599,90874,588543,107682466,1361998,11797537,25
32656513,2366806,12126005,11580238,4952771,959311430,771584429,53112835,950293644,1263102,921749,765212,1057133,830019801,5139767,55556171,51397198,3001460,18645213,18998910,4858618,560776242,444711818,111021326,564385444,2675162,1847034,359276,1926665,452910324,4363766,44786382,20256451,1183828,6173526,6208528,1140444,205817174,138291516,39352338,180717721,879070,736169,112209,883920,141735295,1965425,14886972,6755137,397481,3097864,3394120,365440,112822495,64737225,14075881,115976422,219349,312797,40871,388577,59010590,526398,7140774,7286205,452877,2183613,2196085,451104,37401769,33142050,15838320,36650051,196078,355798,28143,444206,31506052,803880,5026778,25
37110419,2758274,13430052,13029347,5793116,1019760301,839146123,66126041,1087858904,1302436,985057,1017047,1144164,802878654,5768891,60046128,47881105,2822772,18105366,18937016,4482397,593841420,466941734,110258970,584368402,2680786,2047213,291712,2140551,419378305,4323649,45237398,15144149,835260,6842259,6244997,1211980,215348331,126831716,31629624,194016802,643269,628009,109437,725257,147912432,1214613,15563745,6888313,448485,2173689,2160197,533523,39915492,34189770,14039606,43246115,198129,308120,33329,368601,37187700,323478,4385473,11219945,826701,4808571,4341247,897359,120790077,104726283,26683502,149041418,265827,492960,125241,635717,145505818,1477659,15593921,25
31482698,2516749,12457464,12646209,4457114,781697528,635794520,49580851,788264125,1000951,712554,901163,757316,627040796,5938717,47852995,38301243,2510825,14525393,14214733,4209143,522809918,449222875,86055110,545698892,2027012,1392965,208920,1315295,578854560,2684075,34245163,27676914,1638011,8786945,9092839,2952888,228983007,190360923,55214930,226875444,1131469,982741,124388,1176000,163875481,2611671,20461971,8260314,440979,4794283,4948657,655642,209794504,122403870,20906356,179639906,350592,453347,69660,496125,98968683,781507,10096452,7447581,459966,2330150,2321986,672491,37658822,31301110,16296106,36484040,196875,355624,27796,409010,36382880,424777,4893261,25
32321542,2467021,13130948,13121827,5807230,924121716,804477806,55863561,1059217618,824754,578626,722303,733066,838619127,5137222,53116217,57913506,3415842,19131537,18838256,4842464,540874270,438923468,105609997,598521225,2420214,1821591,313116,1969168,485154159,5164862,50654510,15830388,987990,5897628,5725376,1507217,173982819,121643988,32768122,196311368,754344,618897,92877,727903,135433168,1231646,14834746,7868638,506016,2935381,2843120,626485,85846057,56855291,16354076,103223259,231439,328649,41321,404542,61840021,581408,7121145,7763133,479389,2171880,2160770,616591,33579972,29851601,15428737,39898491,212637,345988,28081,412736,34055116,664100,4935688,25
41020190,2950199,14721663,14077712,5941992,1049979555,866911347,56011547,1129828387,1310889,872107,483438,1132028,848967920,6858089,61930326,55515237,3351773,19274363,19468130,4666058,551329047,436638090,110269577,570204226,2579341,1773206,243832,1993807,424054454,4312986,44729980,13846729,807796,5929096,6088954,1297939,277490986,145323614,23963192,283062735,519384,438933,71905,569274,117668884,1029128,12948109,7158108,426955,1996012,2014279,408044,39898358,33537681,14307141,36423351,173222,339963,29632,399071,33434716,497533,4622901,9669240,789775,3827496,4065468,1274119,135930795,98074592,20193887,145054648,223385,432880,41737,562568,76194248,945646,9680254,25
34078510,2597393,13530769,13570611,5514060,941118328,800920328,53257853,1021730702,881626,682573,895247,926420,812703081,5279511,50239139,42473408,2591321,14810051,14845699,3630415,451368146,368785519,93398919,463684980,2071947,1502086,273120,1496287,379524330,3004287,34835544,26945514,1635083,7934759,8254504,2306101,223654746,186079940,51326372,222957811,1156909,930351,116535,1106003,144431145,2434017,18473699,10548529,627251,4728026,4754716,973025,190160938,101135647,17802012,202633025,281561,335123,53304,398923,107475996,760013,12119506,7837590,493991,2198568,2203465,722503,33547065,32849020,15645474,39673181,218721,320512,23779,354871,39763173,490831,4919990,25
38666722,3023525,13455069,12674227,5738929,923570568,794304962,45960279,1076617614,746910,498427,347818,805761,827404197,5741943,56364404,47707603,2866410,17457637,17600587,4676504,550868146,436519272,106394318,523476774,2453804,1806820,272617,1909503,391589941,3900933,40151292,25343744,1552701,8997703,9155597,2425392,329166597,209514869,43115130,301442474,1011107,800268,103574,941237,193217412,2276481,22997506,6674428,395934,1982098,2026561,448420,36939131,32184040,14867556,36363116,182124,348372,33892,398622,34604864,468142,4627245,13389989,977005,5006068,5199707,858947,155473205,105331739,25605299,152433415,251880,467994,82092,621699,147467215,1669336,13173106,25
35687799,2559757,12580025,12422982,5078273,961962725,813309815,41828199,1127995881,763234,791475,1004388,934320,822259445,5555728,53523821,58174611,3509062,19706749,20019707,5285994,598723701,480225143,112673544,541396673,2552020,1850183,313003,2011546,447296284,4746245,47925290,19101738,1212003,6911939,6916626,1721077,228413680,148323290,33369558,271162482,608592,635824,89808,754736,167816491,1422709,18464804,6969017,439796,1995109,1968239,463390,37465897,31652581,13366583,36530023,172023,280001,31162,364726,31732899,410750,4470590,11953333,874013,5030897,4845821,1015468,165819714,130094727,30212472,150565905,279413,508389,112232,603150,110393756,1521517,12787905,25
39806225,2799253,14623116,14236665,5118359,947524736,818676529,57544426,1076366552,883634,796673,766189,1123940,854129047,6362668,58609355,45172899,2830725,16328839,16214316,3412365,477149553,382165300,93600682,442665920,2105647,1523645,217472,1726307,352292649,3273210,38712006,25322908,1568460,6949347,7111131,2076737,176496987,150621349,43918835,179780517,941991,816990,90255,896993,135941505,2035881,16739466,10322803,566919,4670993,4614754,750172,224698739,111933491,19163614,205793436,544785,373903,66863,486295,107044350,766865,11736692,10739620,806324,4380148,4420220,875619,120838135,88719501,23072101,87273928,222257,389373,44692,498438,57660930,991308,12772530,25
31336101,2399833,11863841,12261336,5160156,1033646938,831261247,57909927,1008947467,1100607,904091,865535,1024334,746845583,5192981,58145190,55565573,3433604,19481384,19785727,5044992,647242879,506592232,112365024,597971450,2520924,1988425,351415,1996835,427595148,4734374,48470806,14071592,884179,3422395,3248305,855659,73017948,70083290,22048574,76934061,414794,467460,57123,586249,62088508,1020376,8944335,9315519,540083,3175527,3078050,474460,120566270,67247278,18055785,111880934,505821,368110,61727,451681,67419334,934340,7670210,11313522,675895,4283353,4409212,947808,149004566,94337597,18869075,162411422,288227,438498,42409,499238,81594584,803741,9600401,25
33106317,2440519,12816584,13044031,5663234,959929284,796930961,47115766,963587462,1061222,726877,963945,940884,778601787,5343046,52938824,32566250,1945881,11524881,11731235,3184228,361991864,292521467,67330013,404327071,1611998,1129667,147669,1236743,278792322,2281026,28863169,38625251,2417235,11429875,11367533,3478457,299591179,252698263,72250699,294732314,1498648,1298231,213568,1470663,228943350,3136031,27415575,10700062,659326,5614233,5553119,980338,202988551,108286840,20230936,204836875,321802,374484,55068,454912,117019918,773879,13279655,7217891,469444,2212812,2196502,595222,41767077,32856876,15945410,38098961,189453,330214,28240,417910,37172057,484158,4678322,25
34264137,2425698,12529919,12375999,5324501,1016489648,840928189,51403032,1059033390,1030160,776034,881837,1048862,793031797,5634179,53636352,47944386,2871420,17153164,17106387,4632133,534153377,423563613,102126653,519797198,2440361,1639051,303298,1848175,416709357,3702044,41596496,21611930,1337463,5712563,5934079,1659049,131405223,115499054,39928480,135545601,810105,732529,83940,817858,120639304,1905171,15311415,8672783,505109,4471457,4918602,981220,198110404,115081437,18958850,221431108,320248,337243,45387,365770,105378301,490320,10406469,9542217,713294,2799520,2883629,1337695,101417235,80312364,24056060,102439012,220482,418266,41522,528374,54736433,645498,7094428,25
36247131,2663979,13529519,13246468,5652107,928622213,804616066,52591541,1022381271,1005338,738523,827367,848714,821393808,5166143,54579638,56792416,3504589,20728246,20696385,4989833,659710096,522554719,117529218,642566335,2578650,1904383,308595,2028793,426742086,4972756,45380299,18190027,1081268,6434171,6391622,1682295,251147784,154462099,33773173,234910782,765009,667659,110309,805228,151453057,1516911,16125943,6617280,408375,1922933,1947669,484057,36153388,31736844,12998945,33824392,176489,306348,29234,381765,28235733,524609,4453988,13674664,1064231,5625063,5405876,1143449,148306755,115302892,25971939,108816823,271145,475777,87038,592104,120353192,1316383,17266722,25
35335715,2608790,13314312,13051794,4190097,1030447432,854192339,48359473,1057632502,887534,844598,867791,1053586,762811143,6114006,58666877,50793101,3064768,18862421,19091987,4342381,574014229,457008199,107608904,527965953,2537881,1870723,269826,1896358,442523909,5083237,47840871,19685258,1174707,5740710,5889538,1087204,209815158,129422579,33109212,179034823,708118,648825,93600,785376,128343399,1701001,15460968,8394092,478459,3563081,3416944,784786,112042718,64997355,15563528,100266874,199705,365680,39489,416890,70573307,496566,8195244,13739450,1002863,4867467,5083199,883718,137454547,96090115,24095243,130622582,274454,461176,69886,604483,134869509,1446531,15882645,25
35021183,2633760,13348940,12840072,6400170,1014568557,806746796,51731281,1068688599,820594,697678,692525,887145,810361675,4935759,61333470,50822966,3092098,18244251,18199493,4921810,536982249,428984157,101612945,518024562,2339325,1695347,262368,1853801,442322676,3992571,44594922,24624258,1516523,5723501,5695147,1805204,136083755,112478648,39440165,138908983,814902,834000,90392,982596,116595857,1463777,15554103,8574890,441751,4533896,4437231,584762,184612851,98261188,18285549,181830069,455181,363153,79007,409814,102041179,772119,10306093,8342371,510106,2322330,2284291,600628,38746894,39438124,16041752,42128072,217364,350799,28339,438442,35509556,813388,5718559,25
38462358,2804769,14239749,13490918,4553258,996924218,831496147,53827252,1066409043,958430,916052,751349,1117149,827896976,6363174,56963865,52278259,3047776,18357164,17803665,4265612,468802052,397076063,102723569,527171040,2581859,1873391,240494,2177369,494980268,4848470,46624195,16243286,986748,6227051,6031318,1461011,266818832,151956963,28800348,301747127,638817,508708,84545,632902,132898302,1301329,14957247,4263997,291350,1414994,1425856,371310,28148894,23012676,9960666,30240240,141569,234868,22363,288906,20719636,290119,3382704,12957049,906851,6000611,5947327,681697,136374624,104074554,28425222,154970995,323258,560869,142834,657737,170749949,1866338,15706114,25
