cache-misses_1s,node-loads_1s,branch-misses_1s,branch-load-misses_1s,LLC-store-misses_1s,branch-loads_1s,L1-dcache-stores_1s,L1-icache-load-misses_1s,branch-instructions_1s,iTLB-loads_1s,iTLB-load-misses_1s,dTLB-store-misses_1s,dTLB-load-misses_1s,dTLB-stores_1s,node-stores_1s,L1-dcache-load-misses_1s,cache-misses_2s,node-loads_2s,branch-misses_2s,branch-load-misses_2s,LLC-store-misses_2s,branch-loads_2s,L1-dcache-stores_2s,L1-icache-load-misses_2s,branch-instructions_2s,iTLB-loads_2s,iTLB-load-misses_2s,dTLB-store-misses_2s,dTLB-load-misses_2s,dTLB-stores_2s,node-stores_2s,L1-dcache-load-misses_2s,cache-misses_3s,node-loads_3s,branch-misses_3s,branch-load-misses_3s,LLC-store-misses_3s,branch-loads_3s,L1-dcache-stores_3s,L1-icache-load-misses_3s,branch-instructions_3s,iTLB-loads_3s,iTLB-load-misses_3s,dTLB-store-misses_3s,dTLB-load-misses_3s,dTLB-stores_3s,node-stores_3s,L1-dcache-load-misses_3s,cache-misses_4s,node-loads_4s,branch-misses_4s,branch-load-misses_4s,LLC-store-misses_4s,branch-loads_4s,L1-dcache-stores_4s,L1-icache-load-misses_4s,branch-instructions_4s,iTLB-loads_4s,iTLB-load-misses_4s,dTLB-store-misses_4s,dTLB-load-misses_4s,dTLB-stores_4s,node-stores_4s,L1-dcache-load-misses_4s,cache-misses_5s,node-loads_5s,branch-misses_5s,branch-load-misses_5s,LLC-store-misses_5s,branch-loads_5s,L1-dcache-stores_5s,L1-icache-load-misses_5s,branch-instructions_5s,iTLB-loads_5s,iTLB-load-misses_5s,dTLB-store-misses_5s,dTLB-load-misses_5s,dTLB-stores_5s,node-stores_5s,L1-dcache-load-misses_5s,label
37514691,2822421,10070509,10559671,4972315,875088331,661114306,57139716,825641176,1274640,843741,757225,928903,659626502,6144722,51608890,32085405,1967472,7169827,7409685,1870034,284809079,229824768,39802573,283255688,873150,742628,124587,744805,162781443,2226343,16047435,878068,59492,168434,169986,14795,2516034,2254262,1316899,2465276,18289,30206,3152,37027,2248112,19651,381550,7622056,613462,3129280,2928774,1111272,105557525,88981735,15214985,109066699,110782,188262,76927,220684,98443998,828140,10295384,578594,36829,105316,107185,10207,2107427,1567668,869593,1966467,10449,23199,2277,26126,1212879,16430,261616,1
49901539,3999875,15983066,15905409,7812096,897853137,756436026,73999248,983561267,1721115,1048760,906701,1093384,841332593,6516925,61246237,12889754,779969,3488287,3378372,1181865,78484720,55422098,15849347,56208013,315630,348368,37090,359728,55321246,515075,7377279,2928368,178884,539618,567139,223029,13511204,10015815,3191282,11859093,67586,73667,12161,92487,8727232,247019,1524567,5227156,494444,1697022,1738064,1059193,150351223,119944443,17604072,157815956,88500,176854,50297,179741,72375942,477929,8841821,839703,49040,2127409,2341496,35945,52385924,27129244,923435,48598163,20217,23926,9173,36467,18616934,116077,5774113,1
50400281,3256093,15329054,15610305,7440166,909703981,734120225,70138841,948103570,1738119,1206769,625905,1199580,827927127,7218574,56142268,9028599,522494,2566662,2626649,699109,65028562,53382036,15489266,57000977,329421,318623,26766,321555,42938177,748450,5382130,6328818,579552,2410025,2128991,604076,96424146,89607392,14341402,118132840,134188,230267,117218,248668,112890357,813095,10962642,624892,32320,139950,131073,80747,3629221,3992710,1044291,3459717,20329,24362,2087,21910,3439107,44404,482250,294960,17384,86868,75919,7653,1662329,1232785,454348,1932445,8099,11133,1097,16018,1322034,11231,169059,1
33857600,2281202,12144856,12142687,6133250,898523534,722133401,58023478,924673885,1429445,1028248,930139,1009779,750020694,5753687,48169674,18883610,1139479,5379531,5251200,1073214,141777700,110626642,30900836,139684120,781687,558527,79730,578305,115479718,1411378,12341463,4754250,497428,676027,645446,357465,40301053,32157071,7362232,38782887,46265,82369,13622,83184,24369174,287906,5218930,6697539,489980,2685645,2430988,684039,85020544,71995139,13118028,90817569,124640,205305,64711,185257,75213272,553371,6386720,461370,31313,578630,534956,30462,8573411,5374794,1445012,9134928,10191,14334,2200,9918,5576265,21731,1755962,1
48650176,3510185,16656488,16676601,6020216,938655692,790604661,69916162,1039331799,1558873,935646,778211,1019840,801691367,7425322,64522856,10553130,698731,2781877,3241447,843611,90660131,68394916,18700071,75487981,400440,345823,34169,323980,37893656,855249,5530313,387090,28581,60606,51706,8854,2006110,1593907,520708,2007491,7289,13362,1679,19069,969404,7912,155893,6894293,546512,3443720,2490100,482162,80447958,73502393,14122547,100157631,97611,249211,82802,191566,106963577,952689,10531088,499244,19424,2006027,1841195,32355,34514526,18736421,1011623,42037945,29691,32148,5706,23413,25445021,119196,7101670,1
44990563,2915019,14882658,15031526,5638060,997177964,764418224,63267106,959243505,1340039,967583,790874,1200557,753357626,7017048,64831163,13991588,850413,3144061,3049250,757572,72491073,68383573,21292707,104456491,566758,382281,53320,426686,82500870,1019597,8382992,4862981,406176,1131252,1155612,552324,62591166,54552502,12042786,78222498,111423,180134,54682,212537,56206990,474986,3915944,4334491,369667,1769848,2133217,494762,79264363,52630698,4809027,68284903,55976,54965,17531,116798,40786703,316751,4673095,470329,34026,2073367,2178353,44804,50110279,25702549,896988,50211525,8059,15767,7711,22995,17008230,48062,5227789,1
38124159,2570062,11693419,11974152,6508917,871163485,669451815,54348374,841482236,1271698,1018857,927161,1018563,756722743,5455367,52868191,27019401,1785695,6021739,6008256,2477186,181479129,137673052,32971473,168355281,896610,636481,76893,625911,121388000,1603931,14150834,537458,35998,67026,70906,9606,1169327,985012,518074,1197084,6098,13225,1357,19642,2053789,10413,202991,6143767,568339,1510664,2124579,1047165,121258607,84347556,11068799,133613219,74062,174846,50503,191944,90921615,638869,9341284,2278517,149148,1844391,2313074,62381,55207810,28184542,633363,55712056,13883,15570,9138,47963,14991730,203191,1180127,1
44129745,3036803,14416752,14843526,6840310,894493650,725311428,71067470,956903100,1729252,1001486,848429,1055694,795854397,6196135,43579193,11374452,729426,4012390,4119951,1347385,74403066,64148910,21486624,65050041,409740,382206,53344,370805,67252761,612613,7768427,5358682,453359,2302973,2220015,544929,68187050,55985910,9761997,64229042,49033,190111,49699,170618,70054905,633788,7913633,1626660,87488,1579326,1644272,98986,52268633,26651469,3477234,41424572,50497,86387,11411,79587,29801780,173898,2288040,584429,37660,89934,101335,13563,1595528,1230453,674661,1661897,9471,17002,2172,22968,1166864,11653,222911,1
32698106,2510536,10327104,10042903,6423243,797931741,672069881,44534578,856167948,983962,726087,749575,764420,643160849,3897021,52642822,30403701,1907823,8626228,8743208,2767029,261111163,207327651,47959318,268501802,1070146,768232,148260,776623,186373847,2430131,19082854,709665,40464,123298,123200,13955,2069301,2220350,927525,2149098,8189,21966,2156,30054,2199261,11841,255551,5019542,431832,2459271,2203670,761291,97087017,93328349,12693688,114000992,138981,206902,79553,247758,99060366,627765,9163877,605691,30628,102086,102116,12804,2181375,1665923,802553,1837084,9518,21204,2050,25684,1372283,13097,241657,1
37014361,2447567,11184602,10840497,5488599,848014985,698638795,41756251,856806564,836555,737829,627617,878773,685198943,5870519,51774938,29039035,1768549,8066698,8148019,2129668,217784370,168022405,44031527,223883307,1019132,796070,123118,825277,193608889,2620103,18836546,852520,56728,154007,154762,15750,2073989,1821687,1134369,3067120,16604,27432,2483,37312,2363502,16561,351424,6136907,432869,3205222,3445127,383732,122891991,81725193,13913729,121014337,62908,147028,53965,205364,108775147,852530,8004733,3620528,231819,463390,477420,267821,12526930,10353761,3075343,11919989,75688,77279,11781,89236,11216952,434821,1759962,1
53850512,3734247,17265368,17569451,7679185,1055916110,855667105,69684269,1120795874,1574777,1027705,793699,1176455,779871377,6821040,67301751,7991846,451025,1601899,1451449,507415,34700180,31158312,9644441,35037221,170976,171884,19968,182308,26883475,174189,4041884,736913,47468,129561,130635,15010,2163475,1907662,1117930,2053166,12956,25360,2362,32154,1651825,17870,308471,4116882,482490,1809491,1561232,865555,110693834,98640938,15658604,132224203,103074,211586,63780,183377,89165446,384603,8958013,3251763,210828,448178,457854,449808,11656950,10874929,3878769,11928664,70711,79585,11002,80798,10064263,260130,1355817,1
33941743,2579661,10847839,10877383,5152842,765938250,646302951,42980022,799828240,853021,741253,651815,739889,661402097,5304821,43332741,26599728,1563969,7933086,7809046,2865301,249209840,194376284,48375421,241646623,1187758,818119,144647,784935,199252631,1790667,17258808,783694,49073,128009,137969,15630,2765344,2249827,1150601,2611832,14375,29601,2562,37400,1751511,16162,328277,6601947,575121,3396711,3614440,416123,124646714,82508226,13063962,98901666,80706,139393,50411,166747,83056582,951516,11633669,902987,48916,220844,222957,22042,6435924,5046290,1762763,5484782,27032,41030,3887,40787,5805879,23952,416530,1
44561276,2965789,13750997,13407641,5705891,958226046,783957626,50175479,999296358,1141044,929182,662224,1144327,756174130,5993130,50521468,19495953,1084744,4918389,4807339,873874,136903076,104735082,33294098,154688463,985862,516926,79858,538533,108255600,2041803,11848298,1046138,67506,119407,121120,16934,1890992,1786281,1147412,2229741,17434,27949,2237,28383,2192927,23069,312804,8510721,690291,2815186,2965765,863800,126486502,88357256,14131841,120996525,155989,189458,67283,251256,100959305,918812,11418172,686564,45550,113699,113566,24845,3108955,2498965,1197995,1658074,13807,23197,2057,19028,2608709,62297,309867,1
34350776,2680906,9629381,10119664,6361474,799617247,655357090,42061368,822327966,1140466,765470,313976,698714,724212219,4962876,42342001,32160479,2036803,9910059,9997344,3651965,292053629,222273871,47723734,260658798,944156,861340,129448,849750,175366448,2086368,19398659,3861738,231281,641331,652664,601930,14020582,12581773,6066800,15997969,120093,128409,10375,129255,12906171,144246,1631946,5477416,506325,3214850,2813360,682537,99453125,84158674,15458358,108069047,84346,205373,58257,158730,85512057,711181,9510763,906873,46604,157002,147338,14425,5759037,4384820,856442,3879068,21214,20768,2528,25052,4371718,77192,391209,1
54189870,3939924,17706997,17311417,8382947,989378787,781961290,68575361,1000905154,1418117,1021947,906908,1283393,823581447,6625824,63449306,10307648,638037,2241984,2244809,738134,55238783,44857007,13396707,51857018,231589,260557,22914,264173,35161757,632653,4628085,753437,45571,110058,110075,13590,2650819,2198529,904804,2838832,16181,19342,2158,32796,2397104,104541,324399,6511457,608774,3533089,3529958,688079,122533233,84765832,13619613,110751598,55345,312090,28087,165594,101768573,786318,9723731,293436,17964,2709786,2908918,209482,63169041,29873194,2231966,41256889,35880,34700,7772,23449,16816238,29479,6674824,1
52592050,3498669,15984349,15607033,6237286,1050222388,867315128,52357208,1113759618,1467054,980400,976998,1223608,723528945,7371241,66558575,9417860,544423,2439180,2383252,641553,61441594,48569862,15306284,70910132,409413,312713,31752,308591,53129731,556716,5394982,2413485,143395,511111,533551,183085,11511109,9431931,3720961,11660202,85566,74609,11075,88413,8930667,358189,1357854,7180267,604501,2610803,3050002,800707,133522928,95328893,15471696,136908498,83008,156238,45358,168517,82977822,802855,9462754,2149055,183198,2486574,2425242,248600,43507587,22996556,2667859,35423117,53319,57472,14132,71980,20167884,292604,6389122,1
37928457,2781456,11826233,11714437,5110036,849115412,719220343,35978470,900978631,701882,529597,756122,772981,668454761,5766954,54546913,24343967,1565096,7845163,7703026,2759504,199298457,165518324,44467671,226866504,1031546,676923,96326,624747,201866525,1789511,17501932,831886,58305,162056,165716,20456,3985353,3038363,1440621,4140721,23635,29743,3063,35530,4608242,17293,325077,5888245,478491,3572043,3605053,409171,125619112,86809516,15618806,113888834,102280,208723,62761,176045,86663501,1092918,10499391,1009265,50053,220138,221859,20947,3896212,5777600,1622818,5665064,32935,33883,3069,34604,4681844,111703,496344,1
48408883,3121709,16740330,16302324,5528577,957201260,751598444,65158694,996654675,1552549,1013131,1161988,1206837,817348893,6438858,55818516,12195146,707274,2777751,2839000,1056760,72821140,63814442,22246621,93590178,548136,368693,46102,362802,64073413,592331,6736058,657376,43746,125194,124031,15057,2205523,1902595,1044611,2242105,13496,24354,2380,31149,1406159,14230,280459,5584215,523438,2124140,1692174,512897,106493601,99017705,16218478,102838318,76571,142606,57704,175967,79825617,703105,11184494,840457,47389,183478,184080,109946,4426187,3913669,1549336,4199586,35022,32931,2992,34827,4138734,17923,416736,1
33503430,2533410,10339257,10182546,5619874,835992364,695948854,44887415,867154455,862050,699382,443211,793578,650197362,5035965,47146987,30594468,1850415,8269237,8432599,2252930,237008008,193653186,48986545,237312836,1024584,739695,163342,814288,213220088,2605026,19377631,2752553,155138,496154,512095,147185,8797123,7660905,4006597,8483681,71479,101570,8545,105556,8360287,73315,1193803,1188746,75890,239436,247339,29479,3477525,3303981,1906672,3968952,18389,38014,3652,49335,3938224,141208,498086,6802505,652196,2806692,3118710,829305,121594683,73609929,12277000,124172563,64091,167685,29392,207972,99290337,684763,9915387,1
37997238,2725469,10932747,10741184,5148837,831402404,682687933,39071996,916744623,836180,619616,543960,796301,672740788,5572734,50828601,30645974,1822138,7800373,7720064,2434754,251835333,194791104,45226547,257506420,1200762,871289,122763,869554,194354285,2289013,19637036,1275034,70085,323999,310306,24613,6163998,4923591,2144499,5899291,28792,47235,4078,50270,5601659,113154,567575,1597113,123817,448019,382237,515505,14464466,12577596,2706910,17527654,32850,38757,10699,63431,12964072,96755,1299252,5463958,427393,2301750,2017035,244347,86754592,81694251,14433339,98459278,66063,130517,114460,164766,89538998,909033,10842174,1
34368249,2455820,10044284,9712601,5407606,869035333,678277234,40057207,831336155,886582,755181,442094,888542,677528770,5329696,54171555,8033295,498905,1550502,1542950,304250,22780764,21761960,12027370,24235740,170872,276293,26928,274563,28722231,221350,4020991,27906148,1736449,7949693,8274614,1357702,214935296,169498344,45089321,214616613,962478,687281,142007,702682,171977664,2403382,18342350,7168482,453610,1319520,1347789,540221,28386217,25962982,10589344,29072630,212771,220797,18043,227586,25829480,483842,3201714,4249302,386469,3081961,2836363,459417,71539909,63181032,10246175,76831139,134467,193607,97157,227841,106873934,810331,11581806,1
37314727,2774171,11704146,11493209,6688612,741039007,625412417,40943108,861086363,939238,636088,488582,739688,733031628,4726186,39991289,30131615,1781831,8271894,8090292,2162464,265636434,193623509,43506292,256630361,1042122,777809,119916,848462,184292228,2348927,19120878,1682310,97283,365647,354932,122401,8497292,6353253,2612881,8113777,37858,54602,5065,64487,7002823,93195,749999,7685913,586989,3759219,4157827,439218,132567597,78604801,12280775,101696666,56466,142985,35293,201261,101620951,877711,11116922,960169,52764,153987,152913,16702,3331881,2765907,1007785,3620204,22219,22555,2674,29784,2930314,132031,427467,1
49146760,3386146,15466065,14880263,6651927,976024730,810466694,58531249,1052192017,1255881,975338,664823,1023734,738077532,6805378,62149405,17769118,1056420,4626642,4523059,772407,101457396,81643359,26291580,105283982,545053,480380,63923,482015,68061717,662378,8621594,8821131,554335,1587182,1574808,334502,20374951,18729452,12078796,20148187,194669,306183,23347,311173,20505533,212419,3466429,8134594,524203,1409553,1403328,195773,17472535,15916460,10490611,17193406,186949,278212,21977,287820,15829512,201605,3284929,7880524,512137,1407395,1416170,221380,18602164,16467488,11187294,18169005,189643,307944,21784,283608,15765168,191118,3152734,1
49077032,3747637,15448310,15260161,7497766,916434993,781582092,76319531,1023438288,1696210,1041868,511883,1124215,807931599,6693272,63492569,12886893,780024,3267411,3176412,684784,57056394,48534007,19148762,55399242,468407,404719,43053,418554,68920247,842502,8343621,792263,55106,169782,167241,17464,2519032,2101973,1392477,2561816,16792,29259,2675,36993,1848511,17524,356085,4632436,402274,2741789,3123250,932651,142802323,92489312,12567503,129339720,96889,187819,51509,215755,89680638,511364,7228433,785148,65638,1902818,2056022,29211,45180312,22991422,1217692,47952984,15572,31558,9341,41864,20874444,65359,5586168,1
47543726,3170298,14057397,14430312,6309885,957276127,784802581,61198249,966367291,1308815,991745,545606,1082250,760562446,6483189,58829418,13778020,789450,4026713,4217943,635205,125602355,102421555,29175793,149266384,694347,481369,57793,481968,81996086,1334915,8596130,1373719,66769,267580,266034,28104,3987630,3719192,2326941,4754845,31231,47121,4144,54274,5283020,228040,683109,5553011,565069,1648237,1570279,790537,101000474,90128462,14498372,128660923,80284,198034,51349,206931,91785456,523666,9973035,1375248,73116,2300943,2547455,49729,69500029,35827041,1018555,67563317,32697,46477,12301,54963,19721278,110798,5398204,1
39908329,2699353,11406059,11567454,3159128,889525688,720884936,44638880,885782802,1216457,893006,908730,978761,661794582,7509066,51666098,21743330,1259007,6603945,6555411,1370583,195187208,137421175,37150916,184516469,787829,685670,105225,672773,168303184,2507145,15704311,830868,52759,155159,148310,17430,2877735,2132310,1238570,2390707,14963,30078,2923,37386,1737767,20140,342600,4496823,421215,2391128,2809676,887858,126616051,85066814,12139602,123743381,144375,208079,53484,180871,88424827,577195,9627623,896198,61050,500481,538650,232634,8667440,7183593,2254688,6727231,36146,54378,5522,52342,6614029,39887,1294188,1
39613454,2806548,10821243,10549589,5041090,840475264,678174216,40901099,877367929,959551,759461,723174,924321,679137362,5632813,55600939,25346531,1584499,6265338,6576606,1641775,261983490,204143883,42348516,300751656,1184475,701734,126154,697468,168392000,2002917,15509678,1189479,74281,215465,222360,66794,4050130,3492959,1832699,3719334,19521,47064,4002,63238,2735860,20492,600934,3676708,346741,2524087,2152621,457343,79119296,71854597,12484329,102892173,83744,199947,99154,213399,125782263,688670,10376763,1189585,54680,240890,214041,23302,5695548,5237379,1636143,5495957,28598,35689,4307,42223,3806711,171969,627703,1
29716594,2046120,11202359,11218791,5053430,746914084,636938311,51691266,835648148,1137651,784223,634023,754322,758393224,5437025,40211196,27688636,1644700,8069763,7886740,2518638,217632364,170078639,42910315,217330530,835033,735629,159191,787947,191110956,2184701,18237414,898192,58892,148021,147376,21603,1820433,1661917,1222102,2091853,12473,31865,3069,41654,2507284,15812,362759,5768810,593504,2196308,2545033,1170042,129917786,91064412,12200471,146128528,66525,167389,27450,181271,89520781,473866,8525890,690139,42271,125086,125775,14082,1778753,1422905,1069650,1448363,9446,19220,2174,26857,1895103,10970,281513,1
50866052,3654759,15331168,14683768,6517084,1059729987,831374250,62862955,1021055055,1332663,1044375,813070,1329227,744949041,6960593,69023646,10666973,655190,3051696,2968933,840134,56423533,47866347,16465925,52653778,389472,319988,33326,335466,56186499,753765,6500711,5505703,489432,3162525,2959030,568397,122577981,95248541,15234313,95848118,81202,151198,70490,189314,74075788,715487,9840369,1212825,73914,286333,274912,26555,4742610,6507412,3145183,17381863,22449,34421,2658,44659,11245674,100291,757612,1293031,111141,1459583,1671491,45584,36680359,19537599,485800,43142053,6518,9053,6419,25287,25068927,57184,6052316,1
33600181,2492967,10650157,10348680,4708426,838607234,662439519,36586410,890947662,870106,656879,710056,786437,699946983,5247839,52625206,7846699,468031,1397841,1391584,205247,17167722,15385239,10316151,16636223,158684,265777,21298,282686,15210503,186142,3264545,7223562,447469,1269637,1313331,198706,15807038,14368795,10174052,15882392,151563,264830,20901,261974,13914117,186966,3003180,7181027,445237,1313912,1327956,191867,16103640,14582840,10621823,16264594,156490,262784,21418,277630,14798317,191754,3084080,7379777,454229,1279086,1282023,196225,15583904,14107728,10375091,15829669,153733,256691,21319,267621,14074291,187161,2944069,1
46468772,3440634,15946428,15840588,6989655,932816337,782885474,73373929,1022275340,1570186,981751,681498,979303,818764179,6722359,54642472,12137188,779557,3738579,3440707,795273,49072263,43249394,17165499,52469451,338827,358847,32879,359108,64796181,654618,8444693,774409,53516,147885,146016,18536,1931909,1796413,1196354,2391092,15925,27854,2494,32383,2006278,16779,314911,4849286,386493,3567124,3236052,479854,111053442,83317029,14104418,102292898,88172,223992,65956,188331,99594505,1075789,10205314,959288,59168,163599,160585,21333,3789265,3356786,1074832,3557167,19764,25632,2970,28143,2512041,17902,349986,1
53029547,3791166,15623882,15071033,6290632,1044406331,846692580,60451579,1041087790,1418926,1107570,789393,1211670,737864338,7102250,63084403,10137892,595784,2840320,2696025,702081,81204292,57752060,13590871,69086829,260723,310582,27509,327364,45599877,708926,5887062,744694,46252,132911,133028,14811,2244832,1909384,1049926,2518045,12321,22809,2371,30661,1617301,17242,294656,4298798,485317,1594840,1757357,1141791,122808242,102263343,15308485,164455703,100589,173441,51402,173182,81185868,360982,7484266,873435,47710,202059,205779,90343,3492189,4760587,1869592,2691116,27213,32646,2787,30956,4305498,23226,473005,1
54959701,3931711,16735637,16403841,6956112,1079220744,856537987,68194684,1097986660,1420149,1185671,966994,1295196,763820306,7449124,73651696,7360303,446730,1997745,2086199,439616,53731712,40676936,11112802,42095972,211460,245734,19929,238914,28987937,510323,4091322,852352,54742,138274,134538,15779,1934416,1678863,1122403,2221791,12498,17078,2324,28536,1798954,16364,291202,6193103,577219,3207607,2753018,437560,94255859,80442264,15560688,96571632,62172,137273,68497,179486,88316535,935462,11731401,1024420,75344,1918424,1919293,130261,36870789,22748479,1694618,47359641,32721,26844,8247,30746,25697704,60310,6880030,1
53096566,3475300,14073057,14225658,6119430,1016053746,796832162,68685777,985106748,1723861,1167659,648033,1373272,805203416,7462584,59905074,11306346,691593,3269861,2970997,788231,77637707,58376220,15518162,57691569,266612,292337,32650,341508,47169569,759935,6248592,701126,47015,131717,142020,13745,1368057,1262776,1108160,1679990,11443,23696,2273,30515,1837582,16176,293659,4508746,449426,1729345,1692056,941395,115351156,97912211,13754814,136369297,97973,196315,60459,212946,84738394,443164,7932973,593063,35042,90613,91026,7799,1110999,900387,806508,1058797,5771,18729,1937,20472,1126150,12827,231267,1
48453811,3536220,16516674,16208284,7994781,989355862,796915177,74358841,1050092861,1706924,1136264,663757,1233475,856057113,5995980,67745371,7226601,431644,2099544,2198020,484832,50397511,37294039,10952371,44492303,223839,232725,18434,220657,34198688,601765,3993955,731689,50358,133389,126191,18510,1624353,1598139,1111625,2051838,13886,23192,2185,30125,1785411,14866,277304,4781966,435097,2958415,2782649,920776,124525423,102142101,19129699,133609511,97084,205222,61485,201531,82216236,628021,7700486,489670,28045,90617,95015,8548,1186767,1051186,756652,1334130,10887,17951,2161,20883,1180873,11562,224522,1
39696260,2775844,13663846,13706855,7501411,896726191,687571094,71742893,863671345,1856065,1186649,845570,1255194,833965615,5782321,49614620,10548043,599461,2115227,1976746,662252,44198531,43182499,15314686,76695223,445849,308326,44788,337799,71145292,778660,6978488,723082,46218,129129,130392,17320,2088561,1811721,1098259,1636671,10650,26261,2302,32733,1589082,13368,253866,6470586,503335,3762424,3333225,391844,87431110,67866926,11715587,86252875,77742,169898,96898,241715,114139105,978262,12069242,3338332,245847,533394,549889,281746,11115036,10368552,4149411,11034011,69713,65331,10210,73729,11208620,459193,1676890,1
50004318,3062781,16627711,16072367,6770689,1044210829,827969015,61809534,1030310852,1511728,1210209,927347,1322898,812509997,6283911,61522019,10876056,661814,2552443,2614709,610284,58103115,44565919,11620875,49004039,274172,249329,22886,235190,42753624,944516,5776491,531165,39161,84842,91634,10874,1640701,1367764,754595,1526941,10583,16265,1892,22591,2294915,11528,238443,3979296,412155,1673088,1477383,602821,88678543,81340897,11211808,116439847,99798,180111,95377,173011,94196966,574816,9468348,491955,20482,2056586,2172170,24910,52231239,27990376,766878,60382304,31433,38734,10058,41361,20076616,109732,4954399,1
39810986,2765849,11563089,11194970,4429556,907703370,753083985,31075179,997743018,553538,627519,672126,874174,636638475,5953633,53385035,33726722,2245903,8110786,8133066,2283186,273670704,206552717,46176635,271741690,1022484,909261,144170,919216,184228291,2403679,18764902,2407260,143297,408897,404723,55745,8713226,7111054,3275899,7139898,69038,70485,5812,81854,6949087,252109,1108102,7188767,655865,2414743,2359538,896690,123250333,89275892,13877498,128673677,54720,221214,21030,158133,87405156,545602,10068538,717301,39487,154015,161989,14012,3375811,3785600,1300863,2335961,11332,24767,3659,28568,2859694,18073,298422,1
31919667,2342787,11151404,11146974,4481840,818656549,680898978,39603025,830883463,986409,687529,732688,777692,624567800,5614360,42373074,9339530,660284,1568739,1631877,354643,37863662,28665466,11097996,39316575,189435,268326,24020,236289,31385890,284281,4287088,7431011,450462,1303140,1304829,188960,16186371,14832451,10421740,16231895,152137,263391,20600,261258,14902334,195894,3044244,6886552,424715,1284696,1273591,185159,16314921,15026427,10104849,15880606,155890,251293,20410,259154,14181963,174345,2979866,7318900,442702,1323161,1339661,209409,16827373,15202083,10891854,16697942,171995,260415,20483,260938,14630781,186241,3025430,1
45190148,3374322,13616472,14179069,6100430,839060726,691199620,64158009,895459032,1162869,984552,695201,969673,813012543,6406427,53703786,17349030,1142563,5156597,5067795,838339,111387930,90293965,27040374,102431359,641348,481146,60309,465885,85968971,1233965,10289729,782619,49118,136209,137123,18165,1895279,1756468,992865,1821010,9326,24656,2480,32857,1892474,16466,308505,4382686,325772,2999020,3099333,595498,120412617,97159448,16168131,122324759,110620,264629,89849,220496,89242959,784557,7015904,612707,39684,102377,108850,14961,1383872,1147015,769015,1309462,5208,11935,2633,21323,1422878,12333,251619,1
37054743,2345305,10994261,10571870,4858153,861298701,708004857,43727626,895286103,1166654,803327,598883,939438,645388408,6178987,46664457,31494147,1994605,7069073,7068179,2157512,230674587,176127249,39001483,229724335,1061144,687564,123387,755077,173669485,2380074,16851546,2200806,147297,487453,512018,45261,17431237,12739975,2744571,23194312,21579,53092,4842,70787,16314416,119218,1353581,7600021,691947,3232957,3468221,691887,140874243,93451012,13415383,101411443,61514,149443,50565,151296,64623661,621096,7570181,1173456,62591,178007,194196,149386,6374531,4734787,1622434,5166738,32461,37662,3208,33667,4434816,28697,422724,1
52714430,3346073,15260392,15273145,5685829,941904770,726174300,72121128,958031852,1739036,1300560,632297,1372202,826544333,8133101,61691555,9858936,616758,2305041,2438470,358190,64764787,51619993,13402739,56474199,365751,299498,30672,296792,48112890,590887,5420502,805778,53445,143447,143133,19379,1614746,1478585,1122508,2025895,12352,21668,2357,28961,1918912,17165,314263,4287411,398715,1589663,1751798,825880,134195739,108714519,16354846,158826763,85771,146085,94801,183878,80109387,485726,7316995,1180260,81708,1995490,2263053,27780,59851080,30969522,351568,60456643,2047,18513,8933,27573,16750388,53604,4821114,1
52891843,3496168,16386104,15414541,7221373,1005097946,839318541,59845102,1043990602,1420942,1039619,625345,1273709,798355771,7177098,61382209,10186353,639576,2213640,2378247,622905,77209260,55705982,15342534,74876273,300130,255043,26328,284611,40058680,798630,4732056,744653,46143,112718,112718,13818,2337117,1951897,976797,1248350,11864,24106,2354,30606,1484730,17672,280478,4869834,362919,3118247,3048009,582938,133302561,103002620,16640993,118564888,114989,178444,108350,210539,87760442,730060,7856011,565157,29885,91954,97091,12434,1154148,968798,697345,1131653,11866,15163,2331,20444,1119116,11997,227567,1
54825245,3930823,17036123,16540743,8041432,995009069,810553649,67425720,1091851479,1645479,1144619,1083413,1284519,810065258,6681045,62844749,10120237,627490,2591009,2558872,782464,76249860,53055279,12478369,56755010,243068,241707,23473,267366,26997311,465748,4693716,713457,45311,120868,119219,13634,1803639,1543660,1043463,1578059,11397,26493,2386,30313,1713798,15773,288011,5479506,346322,4117669,3816809,477615,105542720,76967007,14564635,100088618,107841,192516,88638,221336,108159096,869992,11389441,683537,38142,111197,109804,74324,2777246,2645063,1005208,2206838,14818,23975,2295,25296,1760062,16989,279336,1
49652000,3464415,15054144,14368708,6258133,999889784,830030662,55163793,1110203439,942598,707599,522060,936918,726136448,7152618,63163175,16198404,1068564,4189749,4463476,1040732,115259914,90703448,27679820,116172848,665442,432208,48886,419863,77525176,811460,8270049,764359,49844,136697,136898,18020,1757838,1576062,1142052,1784629,8022,25021,2398,33118,2044603,15423,309327,5890022,600246,1949510,1657208,500005,101941555,92381780,12501852,110251040,69273,256791,58099,188716,94244551,654763,11196678,1362280,74724,2568829,2491363,85255,42753954,22531453,984186,39694138,14615,20743,4250,16865,20578171,115073,6524221,1
